"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:云南:保山市,百万人民币,1573.090909,2199309.891,1483.007043,0.788911548,-0.795703758,0.942734482,80,4070,1062,11,,,,,,,,,,,,,80.00,110.00,,514.00,605.00,360.00,1062.00,1575.00,2195.00,2743.00,3990.00,4070.00,,,,,
商品房销售额:云南:昭通市,百万人民币,2259.363636,6114785.855,2472.809304,1.469080752,1.991076776,1.094471587,110,8079,1428,11,,,,,,,,,,,,,,110.00,,314.00,500.00,289.00,738.00,2136.00,1428.00,2620.00,4679.00,3960.00,,,,,8079.00
商品房销售额:云南:丽江市,百万人民币,2625.846667,3761349.868,1939.419982,0.379350484,-1.223059397,0.738588436,270,6058,2380,15,,,,,,,,,,,,,270.00,460.00,,1533.00,1278.00,444.00,686.00,1500.00,2380.00,4430.00,6058.00,5447.26,2853.99,4554.08,3373.96,4119.41,
商品房销售额:云南:普洱市,百万人民币,1976.692308,3676583.397,1917.441889,0.263515054,-1.875940351,0.970025472,30,4722,1601,13,,,,,,,,,,,,,30.00,40.00,,248.00,432.00,131.00,88.00,1601.00,2624.00,3602.00,4603.00,3660.00,,,3916.00,4722.00,
商品房销售额:云南:临沧市,百万人民币,977.9090909,776369.6909,881.1184318,0.824844782,-0.51999068,0.901022846,20,2670,535,11,,,,,,,,,,,,,20.00,40.00,,535.00,506.00,411.00,500.00,767.00,1417.00,2057.00,1834.00,2670.00,,,,,
商品房销售额:西藏:拉萨,百万人民币,976.8888889,326166.6111,571.1099816,0.446570471,-1.195219571,0.584621228,277,1897,898,9,,,,,,,,,,,,,,,,277.00,898.00,1617.00,1897.00,1472.00,392.00,560.00,669.00,1010.00,,,,,
商品房销售额:陕西:西安市,百万人民币,62750.86056,3650903284,60422.70504,0.897206202,0.289256939,0.962898429,3314.23,212333.83,39412.54,18,,,,,,,,,,,3314.23,4722.04,5242.13,5428.51,5496.00,13009.76,20614.50,28178.80,29970.50,48854.58,70700.16,109131.35,101774.00,111286.95,110070.99,114679.12,134708.04,212333.83,
商品房销售额:陕西:铜川市,百万人民币,719.498125,176911.7274,420.6087581,0.201211511,-0.928934105,0.584586316,110,1460.98,735.485,16,,,,,,,,,,,,,110.00,190.00,190.00,358.00,532.00,563.00,350.00,649.00,1007.00,1460.98,821.97,899.58,1000.77,856.42,1142.09,1381.16,
商品房销售额:陕西:宝鸡市,百万人民币,5075.54,15553120.66,3943.744498,0.336724201,-1.402941787,0.777009835,570,12108.15,4649,16,,,,,,,,,,,,,570.00,720.00,860.00,1035.00,1630.00,1812.00,2379.00,3900.00,5398.00,6773.30,6779.64,8581.92,8869.03,9549.07,10243.53,12108.15,
商品房销售额:陕西:咸阳市,百万人民币,4842.163529,12523834.89,3538.903064,0.051976467,-1.74481426,0.730851621,350,10100.67,5055,17,,,,,,,,,,,,,350.00,760.00,430.00,1066.00,1381.00,1732.00,2702.00,3539.00,5055.00,8203.75,5339.63,8403.31,9244.47,10100.67,8593.36,7518.59,7898.00
商品房销售额:陕西:渭南市,百万人民币,4294.474375,17565289.79,4191.09649,0.640638701,-1.096804184,0.975927698,160,12035.57,2043.5,16,,,,,,,,,,,,,160.00,190.00,280.00,468.00,936.00,1175.00,1617.00,1589.00,2470.00,6919.32,8787.67,11291.17,12035.57,7776.61,5490.65,7525.60,
商品房销售额:陕西:延安市,百万人民币,1259.608125,1596964.69,1263.710683,2.004317148,5.290977345,1.003257011,110,5118.83,919.105,16,,,,,,,,,,,,,110.00,300.00,200.00,274.00,156.00,816.00,1543.00,696.00,578.00,1022.21,1382.41,1651.15,1854.06,2205.23,2246.84,5118.83,
商品房销售额:陕西:汉中市,百万人民币,3573.941176,6202566.657,2490.495263,0.445051143,-0.38640168,0.69684842,430,9041,4029.96,17,,,,,,,,,,,,,430.00,580.00,620.00,874.00,1229.00,1846.00,2602.00,2785.00,4289.00,6514.69,5415.36,5285.65,4029.96,4098.92,5010.98,6105.44,9041.00
商品房销售额:陕西:榆林市,百万人民币,2450.7225,4161820.331,2040.054002,0.218068385,-1.424839122,0.832429621,70,5965.81,2556.69,16,,,,,,,,,,,,,70.00,160.00,180.00,415.00,87.00,829.00,1464.00,2667.00,3429.00,4384.30,4890.07,5965.81,4969.18,2446.38,2971.55,4283.27,
商品房销售额:陕西:安康市,百万人民币,2611.450625,3721751.98,1929.184278,0.078489271,-1.820476186,0.738740476,290,5617.97,2497.5,16,,,,,,,,,,,,,290.00,380.00,410.00,567.00,754.00,1025.00,1449.00,1856.00,3139.00,4396.32,3814.87,4466.56,4548.05,4507.85,4561.59,5617.97,
商品房销售额:陕西:商洛市,百万人民币,1079.287059,936782.2524,967.8751223,0.252519059,-1.811128584,0.896772656,30,2485,879,17,,,,,,,,,,,,,50.00,60.00,30.00,135.00,150.00,175.00,299.00,483.00,879.00,1202.22,1666.60,1825.65,2055.98,2239.20,2239.22,2373.01,2485.00
商品房销售额:甘肃:兰州市,百万人民币,17095.70316,390998372.5,19773.67878,1.232036615,-0.078328721,1.156646123,906.98,57031.26,8237.19,19,,,,,,,,,,,906.98,1187.61,1285.11,1600.52,3249.00,5991.00,5454.20,7979.67,4407.81,8844.00,9650.67,8237.19,11576.23,16101.21,31852.76,42726.30,57031.26,54725.84,52011.00
商品房销售额:甘肃:嘉峪关市,百万人民币,1469.034375,997694.9209,998.8467955,-0.278564411,-1.459751273,0.679934256,20,2842.95,1846.445,16,,,,,,,,,,,,,,190.00,20.00,50.00,249.00,588.00,825.00,1475.00,1799.00,1893.89,2597.85,2842.95,1928.21,2072.71,1896.79,2394.15,2682.00
商品房销售额:甘肃:金昌市,百万人民币,698.11125,206714.4863,454.6586482,-0.354366071,-1.328824456,0.65126962,10,1320.43,800.7,16,,,,,,,,,,,,,,30.00,10.00,51.00,252.00,564.00,236.00,794.00,1211.00,807.40,977.50,1142.07,665.89,1320.43,1198.62,981.87,928.00
商品房销售额:甘肃:白银市,百万人民币,1316.565625,1105437.763,1051.398004,0.111777791,-1.726132991,0.798591414,40,2897.86,1355.34,16,,,,,,,,,,,,,40.00,120.00,130.00,149.00,369.00,396.00,693.00,1059.00,1713.00,2246.47,2309.75,2897.86,2077.12,1651.68,2504.85,2708.32,
商品房销售额:甘肃:天水市,百万人民币,2223.434375,3347626.511,1829.652019,0.505699469,-1.029173546,0.822894545,220,5897.81,1663,16,,,,,,,,,,,,,250.00,220.00,310.00,450.00,749.00,950.00,839.00,1379.00,1947.00,3405.50,3251.19,4239.68,4428.49,3342.75,3915.53,5897.81,
商品房销售额:甘肃:武威市,百万人民币,507.718125,254802.996,504.7801462,1.576435894,3.028900171,0.994213366,13,1930.46,325,16,,,,,,,,,,,,,100.00,100.00,120.00,206.00,320.00,330.00,67.00,217.00,13.00,466.63,842.66,981.49,704.64,811.66,912.95,1930.46,
商品房销售额:甘肃:张掖市,百万人民币,1518.265,1748923.814,1322.468833,0.454024789,-1.608542401,0.871039531,170,3588.8,940.5,16,,,,,,,,,,,,,170.00,200.00,210.00,227.00,359.00,526.00,613.00,684.00,1197.00,1909.90,2088.68,2790.65,3413.11,3191.58,3588.80,3123.52,
商品房销售额:甘肃:平凉市,百万人民币,1469.47,2179224.688,1476.219729,0.587259942,-1.213725288,1.004593309,40,4382,918,17,,,,,,,,,,,,,40.00,80.00,210.00,97.00,283.00,200.00,209.00,918.00,277.00,1143.49,2307.17,3017.77,2306.10,3127.70,3295.78,3086.98,4382.00
商品房销售额:甘肃:酒泉市,百万人民币,1913.00125,3507120.809,1872.730843,0.610616627,-1.422062366,0.978949095,130,4878.77,927,16,,,,,,,,,,,,,130.00,140.00,170.00,264.00,366.00,473.00,576.00,727.00,1127.00,2297.98,2446.07,4376.19,4878.77,4462.56,4794.64,3378.81,
商品房销售额:甘肃:庆阳市,百万人民币,1198.681875,1206462.175,1098.390721,0.780713709,-0.444379935,0.916332134,30,3446.83,976.5,16,,,,,,,,,,,,,30.00,80.00,90.00,197.00,457.00,377.00,403.00,750.00,1203.00,1664.20,1692.83,3446.83,2016.08,2427.76,1278.10,3066.11,
商品房销售额:甘肃:定西市,百万人民币,1229.563125,1756355.706,1325.275709,1.127107145,0.533887104,1.077842758,30,4357.26,558,16,,,,,,,,,,,,,130.00,50.00,30.00,125.00,217.00,451.00,174.00,549.00,567.00,1619.54,1722.86,1668.17,2280.91,2313.81,3417.46,4357.26,
商品房销售额:甘肃:陇南市,百万人民币,477.205625,506465.6844,711.664025,1.836311865,2.528109634,1.491315248,20,2301.08,116.5,16,,,,,,,,,,,,,20.00,40.00,20.00,35.00,48.00,110.00,31.00,104.00,123.00,168.68,291.76,569.70,828.01,1003.35,1941.71,2301.08,
商品房销售额:青海:西宁市,百万人民币,8572.933158,74974074.93,8658.757124,0.873693341,-0.663786784,1.010011039,323.39,25785.09,4485.13,19,,,,,,,,,,,412.27,323.39,694.10,952.15,1266.00,2081.35,2152.25,3378.40,3141.37,4485.13,7224.65,9517.64,7933.13,12856.96,17588.51,17958.03,20838.31,25785.09,24297.00
商品房销售额:宁夏:银川市,百万人民币,16067.5,144217450.9,12009.05703,0.186137947,-1.569234646,0.747412916,1134.75,36003,18015.37,19,,,,,,,,,,,1134.75,1598.46,1874.72,3642.74,4492.00,6855.70,5756.28,8089.80,8702.11,18015.37,21063.00,21399.03,20597.36,29724.13,32252.32,26208.83,27057.03,30815.87,36003.00
商品房销售额:宁夏:石嘴山市,百万人民币,1812.724706,1364066.587,1167.932612,0.188941586,-1.19046295,0.644296737,120,3903,1896,17,,,,,,,,,,,,,120.00,350.00,540.00,524.00,814.00,1162.00,1529.00,1896.00,2931.00,3227.57,3136.86,3903.00,3122.60,2115.17,2026.59,2334.53,1084.00
商品房销售额:宁夏:吴忠市,百万人民币,2468.42,3802642.934,1950.036649,0.355873694,-1.18777453,0.789993862,200,6054.99,2653.04,16,,,,,,,,,,,,,200.00,290.00,360.00,507.00,670.00,817.00,1133.00,2459.00,3051.00,2847.08,3485.32,4540.37,4374.98,3429.69,5275.29,6054.99,
商品房销售额:宁夏:固原市,百万人民币,1726.05,2974236.373,1724.597453,0.723139035,-0.734411164,0.999158456,10,5287,1541.98,17,,,,,,,,,,,,,10.00,60.00,70.00,133.00,182.00,261.00,457.00,695.00,1567.00,1541.98,2087.75,2696.10,4128.92,2398.63,3753.00,4014.47,5287.00
商品房销售额:宁夏:中卫市,百万人民币,1822.269286,1478780.526,1216.051202,-0.177476708,-1.859848908,0.667327936,160,3505.91,2380.26,14,,,,,,,,,,,,,,,160.00,427.00,416.00,516.00,717.00,887.00,2310.00,2575.71,2450.52,3505.91,2617.41,2877.23,2858.74,3193.25,
商品房销售额:新疆:乌鲁木齐市,百万人民币,19352.26947,187018143.6,13675.45771,0.385279308,-1.33362249,0.70665912,2574.83,43226,18515.51,19,,,,,,,,,,,2574.83,3997.12,5844.79,7174.04,5409.00,5766.52,8956.88,13300.81,9604.98,18515.51,21181.00,24947.93,22091.66,33976.92,30651.13,35534.00,33802.00,41138.00,43226.00
商品房销售额:新疆:克拉玛依市,百万人民币,1802.496154,3066694.291,1751.197959,1.863953289,2.719335832,0.971540469,200,6067.69,1268,13,,,,,,,,,,,,,200.00,440.00,740.00,1268.00,850.00,961.00,1190.00,1849.00,1528.00,1341.65,1959.75,6067.69,5037.36,,,,
