"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:贵州:遵义市,千平方米,3839.42,14211707.45,3769.841834,1.535046363,1.261829264,0.981877949,770,12870.6,2147,15,,,,,,,,,,,,,770.00,1186.00,1641.00,1670.00,,2157.50,922.20,1641.00,2072.00,2453.00,2147.00,3582.00,5654.40,,8452.20,10372.40,12870.60
商品房销售面积:贵州:安顺市,千平方米,792.7416667,420283.859,648.2930348,1.214349401,0.745159745,0.817785998,225.3,2230,588.8,12,,,,,,,,,,,,,276.00,236.00,239.00,412.00,,421.60,225.30,809.00,756.00,919.00,1312.00,1677.00,,,,2230.00,
商品房销售面积:云南:昆明市,千平方米,8173.643059,29623692.58,5442.76516,0.599469467,-0.344496075,0.6658922,1963.912,19097.2,8532.696,17,,,,,,,,,,2312.06,2204.25,1963.91,2561.12,3174.37,2522.04,7831.16,9132.99,9288.24,5859.17,8532.70,12425.00,11149.22,10514.00,12112.00,,,,18272.50,19097.20
商品房销售面积:云南:曲靖市,千平方米,2513.286667,2312767.331,1520.778528,0.078000785,-0.622184465,0.60509553,255.2,5066,2591,15,,,,,,,,,,,,,316.00,430.00,,1434.80,1803.00,255.20,2441.40,2591.00,3546.00,5066.00,4864.00,4258.10,2875.20,2710.30,2785.00,2323.30,
商品房销售面积:云南:玉溪市,千平方米,1145.369231,399629.9323,632.1629001,-0.110648739,-1.608754866,0.551929354,293,2110,1374,13,,,,,,,,,,,,,296.00,293.00,,480.10,552.00,627.90,977.30,1610.50,2110.00,1374.00,1716.00,1712.00,,,,1413.00,1728.00
商品房销售面积:云南:保山市,千平方米,587.0166667,268398.9179,518.0723095,1.568342403,3.608322083,0.882551278,59.5,1930,539.6,12,,,,,,,,,,,,,61.00,79.00,,352.80,290.70,59.50,483.60,595.60,766.00,834.00,827.00,765.00,,,,1930.00,
商品房销售面积:云南:昭通市,千平方米,833.0533333,279559.0055,528.7333974,0.277328037,-1.052925141,0.634693334,137,1710.1,894,15,,,,,,,,,,,,,,137.00,,232.30,293.20,178.20,472.20,1025.30,493.00,894.00,1384.00,1069.40,897.60,754.80,1262.30,1692.40,1710.10
商品房销售面积:云南:丽江市,千平方米,720.4466667,256853.9384,506.807595,1.193576754,0.825108347,0.70346303,179,1888,648,15,,,,,,,,,,,,,179.00,281.00,,712.50,648.00,194.70,288.20,583.00,942.00,1586.00,1888.00,1260.90,686.80,678.70,378.40,499.50,
商品房销售面积:云南:普洱市,千平方米,625.4214286,257739.8049,507.68081,0.051390481,-1.901062754,0.81174195,26,1306,635.2,14,,,,,,,,,,,,,26.00,56.00,,168.70,237.80,103.50,49.30,731.70,1211.00,1248.00,1306.00,1067.90,538.70,,948.80,1062.50,
商品房销售面积:云南:临沧市,千平方米,475.7307692,80053.38897,282.937076,-0.341750381,-0.918477339,0.594742014,15,876.2,496.8,13,,,,,,,,,,,,,19.00,15.00,,496.80,284.20,339.80,239.00,471.00,555.00,753.00,610.00,733.00,,,792.50,876.20,
商品房销售面积:西藏:拉萨,千平方米,368.0153846,32140.56474,179.2778981,-0.140338139,-1.703559762,0.487147836,114,589,360,13,,,,,,,,,,,,,,,,146.20,441.00,588.60,506.00,589.00,114.00,157.00,202.00,237.80,556.10,358.70,,360.00,527.80
商品房销售面积:陕西:西安市,千平方米,11352.7151,67037604.6,8187.649516,0.372887146,-1.099982461,0.721206288,2094.364,27134.6,10449.705,20,,,,,,,,,,2969.71,2194.98,2253.47,2567.18,2527.37,2094.36,4562.79,6215.02,8339.20,7672.27,12560.21,15878.08,17780.15,15389.11,16627.46,17077.09,17636.76,20476.74,25097.76,27134.60
商品房销售面积:陕西:铜川市,千平方米,359.2385882,12100.10164,110.000462,-0.049864698,-0.603622773,0.306204471,141,546.3,347.73,17,,,,,,,,,,,,,141.00,246.00,246.00,459.20,464.30,446.50,301.60,364.00,440.00,517.56,266.81,282.84,320.59,304.68,347.73,411.95,546.30
商品房销售面积:陕西:宝鸡市,千平方米,1790.134824,731178.8548,855.0899688,-0.10159244,-1.433891997,0.477667915,549,3113.804,1984,17,,,,,,,,,,,,,549.00,614.00,652.00,847.80,1092.00,1223.50,1465.50,1491.00,1984.00,2117.77,2205.31,2427.22,2631.90,2624.00,2877.59,3113.80,2515.90
商品房销售面积:陕西:咸阳市,千平方米,1341.693353,462226.956,679.8727498,-0.148734542,-1.434170904,0.506727374,305,2254.59,1398.299,17,,,,,,,,,,,,,305.00,579.00,324.00,674.10,663.00,833.20,1138.20,1294.00,1645.00,2157.35,1398.30,2038.95,2185.83,2254.59,2047.45,1761.32,1509.50
商品房销售面积:陕西:渭南市,千平方米,1537.412706,1088379.987,1043.254517,0.237457336,-1.309252432,0.678578051,188,3252.57,1397,17,,,,,,,,,,,,,188.00,243.00,286.00,402.30,739.50,855.30,1002.90,1004.00,1397.00,2434.89,2571.65,3209.56,3252.57,2209.92,1744.76,2064.86,2529.80
商品房销售面积:陕西:延安市,千平方米,456.1261176,98060.93358,313.1468243,1.244669282,1.873617298,0.686535614,88,1288.671,415.107,17,,,,,,,,,,,,,88.00,289.00,223.00,158.50,110.50,451.30,645.20,387.00,203.00,239.75,415.11,521.64,584.35,555.82,665.71,1288.67,927.60
商品房销售面积:陕西:汉中市,千平方米,1254.6315,234976.7355,484.7439896,0.013709934,-0.654339851,0.386363637,455,2164.491,1259.25,16,,,,,,,,,,,,,455.00,600.00,627.00,795.30,1016.90,1125.90,1068.60,1452.00,1653.00,2164.49,1850.16,1643.48,1271.55,1246.95,1418.33,1685.44,
商品房销售面积:陕西:榆林市,千平方米,617.1215625,186287.2131,431.6100243,0.185213882,-1.117311105,0.699392228,53.8,1390.996,584.72,16,,,,,,,,,,,,,63.00,112.00,119.00,244.30,53.80,388.20,611.50,835.00,923.00,968.24,1219.51,1391.00,1067.55,520.14,557.94,799.77,
商品房销售面积:陕西:安康市,千平方米,981.4235882,174038.7108,417.1794707,-0.397877957,-1.488715926,0.425075855,300,1523.5,1190,17,,,,,,,,,,,,,300.00,423.00,400.00,507.20,577.20,693.30,822.40,1031.00,1190.00,1331.40,1216.91,1206.25,1383.92,1272.64,1359.84,1445.65,1523.50
商品房销售面积:陕西:商洛市,千平方米,395.8134118,83787.35135,289.4604487,0.13869771,-1.7834277,0.731305307,28,767.21,346,17,,,,,,,,,,,,,46.00,68.00,28.00,118.20,130.80,136.60,214.90,274.00,346.00,435.95,529.47,660.70,756.09,767.21,726.93,738.67,751.30
商品房销售面积:甘肃:兰州市,千平方米,2984.0931,6391922.905,2528.225248,1.173852444,0.185491377,0.847234038,489.447,8839.293,2212.377,20,,,,,,,,,,489.45,552.57,715.54,782.23,861.41,1423.79,2313.45,2086.34,2689.84,1401.72,2440.30,2282.14,1846.07,2142.62,2922.22,5102.84,6765.54,8839.29,7336.62,6687.90
商品房销售面积:甘肃:嘉峪关市,千平方米,545.849,81195.95075,284.9490319,-0.629703868,-0.446910789,0.522029044,14,961.7,556.347,16,,,,,,,,,,,,,,281.00,14.00,36.40,207.30,452.20,551.50,961.70,675.00,745.18,831.44,841.56,561.19,550.02,537.97,692.92,794.20
商品房销售面积:甘肃:金昌市,千平方米,296.32125,32789.37967,181.0783799,0.398045044,1.199780761,0.611088067,6,731,302.777,16,,,,,,,,,,,,,,23.00,6.00,57.20,258.10,373.70,261.90,372.10,731.00,373.01,417.42,468.00,214.69,369.28,343.65,256.48,215.60
商品房销售面积:甘肃:白银市,千平方米,444.5943529,53980.40125,232.3368272,-0.424936838,-0.927032617,0.522581597,35,807.569,492.2,17,,,,,,,,,,,,,35.00,118.00,124.00,136.20,385.20,286.60,461.70,492.20,653.00,688.72,689.95,807.57,585.85,406.41,527.44,592.87,567.40
商品房销售面积:甘肃:天水市,千平方米,658.0361176,123572.3534,351.5285955,-0.188300904,-1.516833145,0.534208664,143,1136,801.828,17,,,,,,,,,,,,,158.00,143.00,186.00,264.70,457.90,429.70,391.60,586.10,843.00,803.62,987.90,1079.53,1079.05,844.65,801.83,994.04,1136.00
商品房销售面积:甘肃:武威市,千平方米,190.0765882,12422.01454,111.4540916,0.701242435,0.336677217,0.586364121,9,440.1,176.7,17,,,,,,,,,,,,,105.00,113.00,106.00,176.70,208.00,241.90,62.70,111.00,9.00,143.50,271.67,310.23,209.90,157.85,193.48,371.28,440.10
商品房销售面积:甘肃:张掖市,千平方米,603.1281176,143331.4528,378.5914061,0.314690736,-1.562967729,0.627713076,149.9,1189.3,447,17,,,,,,,,,,,,,165.00,211.00,188.00,149.90,282.50,378.10,374.20,361.50,447.00,649.86,764.29,942.16,1169.52,980.42,1089.73,910.71,1189.30
商品房销售面积:甘肃:平凉市,千平方米,470.7207647,133822.5816,365.817689,0.434012315,-1.408387334,0.777143726,49,1138.7,328.414,17,,,,,,,,,,,,,49.00,97.00,184.00,91.30,189.20,172.80,140.40,550.30,200.00,328.41,710.26,885.50,612.27,802.24,951.82,899.05,1138.70
商品房销售面积:甘肃:酒泉市,千平方米,642.5850625,209291.436,457.4838096,0.521837335,-1.397084914,0.711942802,130,1400.693,425.25,16,,,,,,,,,,,,,130.00,149.00,186.00,261.50,352.00,285.90,327.30,380.50,470.00,753.35,907.30,1294.49,1400.69,1208.35,1276.89,898.09,
商品房销售面积:甘肃:庆阳市,千平方米,398.7248824,80651.63253,283.9923107,0.955868022,0.60368986,0.712251287,45,1079.4,327.8,17,,,,,,,,,,,,,45.00,80.00,81.00,174.40,306.40,221.80,210.40,327.80,366.00,454.84,393.89,834.12,573.34,590.47,321.68,717.79,1079.40
商品房销售面积:甘肃:定西市,千平方米,410.5950625,98213.15525,313.3897817,0.741098904,-0.346186013,0.763257551,39,1079.481,298.05,16,,,,,,,,,,,,,158.00,88.00,39.00,105.50,203.90,318.40,123.90,277.70,249.00,600.70,567.12,529.29,663.41,653.73,912.40,1079.48,
商品房销售面积:甘肃:陇南市,千平方米,139.5893125,24352.58568,156.0531502,1.477128479,0.939046303,1.117944829,20,488.998,64.9365,16,,,,,,,,,,,,,23.00,53.00,30.00,36.10,32.80,57.20,20.00,74.90,52.00,72.67,102.52,156.49,247.24,327.60,458.91,489.00,
商品房销售面积:青海:西宁市,千平方米,1748.83775,1460218.051,1208.394824,0.352783794,-1.331284667,0.690970231,236.125,3882.2,1471.1605,20,,,,,,,,,,306.96,294.53,236.13,474.21,579.25,733.97,1108.78,1064.42,1395.48,1083.12,1546.84,2171.04,2608.27,1689.70,2777.97,3057.10,3118.60,3526.00,3882.20,3322.20
商品房销售面积:宁夏:银川市,千平方米,3724.14445,4608444.882,2146.728879,-0.121841266,-1.411465438,0.576435449,565.053,7245.852,3931.1495,20,,,,,,,,,,565.05,711.78,846.88,849.53,1703.04,2063.74,2643.74,2399.89,3359.69,3077.31,5114.31,5361.00,4890.29,4502.61,6121.08,7245.85,5298.06,5648.58,5952.16,6128.30
商品房销售面积:宁夏:石嘴山市,千平方米,713.3215294,121728.188,348.8956692,0.180396914,-0.837437743,0.489114172,117,1336.615,629.032,17,,,,,,,,,,,,,117.00,312.00,422.00,345.80,493.40,624.20,816.60,839.00,1234.00,1116.43,1019.78,1336.62,1004.82,629.03,628.20,799.19,388.40
商品房销售面积:宁夏:吴忠市,千平方米,881.4461176,234652.2766,484.4092037,0.089848053,-1.211745471,0.549561901,192,1638.469,965.467,17,,,,,,,,,,,,,192.00,254.00,268.00,382.60,467.00,522.90,598.30,1048.00,1098.00,928.64,1041.41,1282.38,1152.00,965.47,1511.43,1638.47,1634.00
商品房销售面积:宁夏:固原市,千平方米,540.6321176,180815.4602,425.2240118,0.392646427,-1.081387814,0.78653117,15,1339.5,559.235,17,,,,,,,,,,,,,15.00,55.00,60.00,96.10,158.10,219.50,302.00,353.00,640.00,559.24,663.20,805.16,1121.27,724.27,1104.04,975.38,1339.50
商品房销售面积:宁夏:中卫市,千平方米,670.2802857,72333.52523,268.9489268,-0.393336771,-1.575821202,0.401248452,281,1027,772.644,14,,,,,,,,,,,,,,,,310.70,281.00,351.30,353.90,398.00,1027.00,969.98,817.27,937.86,770.69,774.79,768.46,848.37,774.60
商品房销售面积:新疆:乌鲁木齐市,千平方米,3908.25995,2496981.759,1580.18409,-0.497172116,-0.880757588,0.404319086,668.573,6227.3,4450.762,20,,,,,,,,,,668.57,1458.24,2017.26,2524.26,3038.01,2518.99,2430.35,4134.52,4986.93,2960.98,5372.70,4767.00,4818.40,4029.30,5662.50,4834.80,5406.10,5355.60,6227.30,4953.40
商品房销售面积:新疆:克拉玛依市,千平方米,748.5294118,224002.416,473.288935,1.003829977,0.882331248,0.632291701,141,1916.6,599,17,,,,,,,,,,,,,141.00,346.00,516.00,893.50,491.00,599.00,761.60,972.00,596.00,503.70,690.60,1916.60,1450.00,1219.00,1141.00,320.00,168.00
