"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
商品房销售价格:住宅:湖北:荆门市,人民币/平方米,2206.771388,785767.0651,886.4350315,0.260134821,-1.41429282,0.401688655,1109,3448.048275,2288,9,,,,,,,,,,,,,1109.00,1272.00,1402.00,1771.00,2288.00,2365.78,2792.59,3448.05,3412.53,,,,
商品房销售价格:住宅:湖北:孝感市,人民币/平方米,1846.2841,470847.431,686.1832343,0.43602843,-0.454399772,0.371656363,936,3041.971506,1816.896668,9,,,,,,,,,,,,,936.00,1111.00,1352.00,1625.00,2154.00,1985.28,2594.41,1816.90,3041.97,,,,
商品房销售价格:住宅:湖北:荆州市,人民币/平方米,2304.036003,1014692.019,1007.319224,0.142376412,-1.584303452,0.437197693,993,3708.363288,2373,9,,,,,,,,,,,,,993.00,1225.00,1496.00,1697.00,2373.00,2621.20,3081.14,3541.62,3708.36,,,,
商品房销售价格:住宅:湖北:黄冈市,人民币/平方米,1703.233317,672041.8128,819.781564,0.633019976,-1.210792597,0.481309023,793,2942.876866,1358,9,,,,,,,,,,,,,793.00,948.00,1031.00,1338.00,1358.00,1747.30,2287.43,2942.88,2883.49,,,,
商品房销售价格:住宅:湖北:咸宁市,人民币/平方米,1928.315467,860100.5562,927.4160642,0.15056261,-1.537812025,0.480946235,732,3204.109086,1882.782799,10,,,,,,,,,,,,,732.00,858.00,1106.00,1300.00,1723.00,2042.57,2476.18,2655.41,3204.11,,,,3185.89
商品房销售价格:住宅:湖北:随州市,人民币/平方米,2003.738679,906888.3476,952.3068558,0.283008418,-1.34667792,0.475264996,801,3472.931563,2025,9,,,,,,,,,,,,,801.00,991.00,1312.00,1384.00,2025.00,2236.35,2705.42,3105.95,3472.93,,,,
商品房销售价格:住宅:湖南:长沙市,人民币/平方米,3702.391258,3624860.113,1903.90654,0.362385213,-1.408148631,0.514236991,1567,7280.43,3191.02401,19,,,,,,,1567.00,1796.00,1736.00,1649.00,1786.00,1775.00,2088.78,2430.68,3191.02,3165.00,3533.00,4322.17,5484.18,5602.51,5771.41,5453.04,5557.20,6157.01,7280.43
商品房销售价格:住宅:湖南:株洲市,人民币/平方米,2996.19591,1270416.267,1127.12744,-0.229584472,-1.461399142,0.376186162,1243,4696.88,3414.830157,13,,,,,,,,,,,,,1243.00,1598.00,1796.00,1850.00,2266.00,2783.69,3414.83,3610.98,3957.21,3949.83,3884.57,3899.55,4696.88
商品房销售价格:住宅:湖南:湘潭市,人民币/平方米,2836.481284,1303555.016,1141.733338,-0.219456961,-1.267680732,0.402517494,1061,4633.89,3233.990686,13,,,,,,,,,,,,,1061.00,1334.00,1561.00,1766.00,2202.00,2751.99,3233.99,3280.55,3652.41,3694.24,3819.20,3883.99,4633.89
商品房销售价格:住宅:湖南:衡阳市,人民币/平方米,2444.561035,991626.3653,995.804381,-0.08991184,-1.344922852,0.40735509,999,3974.22,2643.201789,13,,,,,,,,,,,,,999.00,1055.00,1384.00,1625.00,1898.00,2191.77,2671.51,2643.20,3049.22,3448.82,3339.67,3499.88,3974.22
商品房销售价格:住宅:湖南:邵阳市,人民币/平方米,2122.851805,788807.8265,888.1485385,-0.124741567,-1.564267884,0.418375195,864,3470.56,2296.4563,13,,,,,,,,,,,,,864.00,951.00,1120.00,1349.00,1553.00,1794.68,2296.46,2656.93,2863.48,2802.21,2922.62,2953.14,3470.56
商品房销售价格:住宅:湖南:岳阳市,人民币/平方米,2557.597165,1530052.991,1236.953108,0.212698593,-0.963883298,0.483638755,917,4817.69,2596.121857,13,,,,,,,,,,,,,921.00,917.00,1299.00,1604.00,1669.00,2199.81,2596.12,3068.29,3151.53,3354.85,3765.63,3884.84,4817.69
商品房销售价格:住宅:湖南:常德市,人民币/平方米,2756.428899,1577212.035,1255.871027,0.142402361,-1.474773318,0.455615245,1018,4785.72,2745.894274,13,,,,,,,,,,,,,1018.00,1260.00,1549.00,1711.00,1852.00,2099.93,2745.89,3149.42,3602.47,3779.54,4141.68,4138.92,4785.72
商品房销售价格:住宅:湖南:张家界市,人民币/平方米,2516.68111,1088442.731,1043.284588,0.055598229,-1.621601077,0.414547788,1116,4039.14,2632.018696,13,,,,,,,,,,,,,1116.00,1266.00,1302.00,1735.00,1826.00,1917.94,2632.02,2856.54,3141.16,3774.72,3419.20,3691.13,4039.14
商品房销售价格:住宅:湖南:益阳市,人民币/平方米,2180.755792,883880.9625,940.1494363,-0.169218051,-1.15535429,0.431111746,772,3683.89,2441.682876,13,,,,,,,,,,,,,772.00,817.00,1181.00,1430.00,1650.00,2019.05,2441.68,2743.98,2848.13,2740.75,2778.49,3243.85,3683.89
商品房销售价格:住宅:湖南:郴州市,人民币/平方米,2400.89908,932916.7659,965.8761649,-0.162068809,-1.664596728,0.402297695,938,3737.33,2625.025468,13,,,,,,,,,,,,,938.00,1224.00,1406.00,1574.00,1585.00,2107.14,2625.03,2834.02,3364.07,3225.04,3221.98,3370.08,3737.33
商品房销售价格:住宅:湖南:永州市,人民币/平方米,1951.222509,862318.1047,928.6108467,0.235635217,-1.399308699,0.475912328,825,3491.71,1910.610005,13,,,,,,,,,,,,,825.00,832.00,997.00,1065.00,1252.00,1603.55,1910.61,2299.54,2354.21,2694.90,2910.25,3130.12,3491.71
商品房销售价格:住宅:湖南:怀化市,人民币/平方米,2050.369808,953001.1369,976.2177712,0.143094441,-1.478863224,0.476117902,753,3643.57,1987.106049,13,,,,,,,,,,,,,871.00,753.00,1054.00,1162.00,1392.00,1623.35,1987.11,2382.75,2737.92,2953.20,2914.74,3180.17,3643.57
商品房销售价格:住宅:湖南:娄底市,人民币/平方米,2086.750128,731223.5504,855.1161034,0.314609824,-0.579625552,0.409783659,842,3739.44,2002.692318,13,,,,,,,,,,,,,842.00,1088.00,1176.00,1465.00,1669.00,1764.67,2002.69,2368.05,2681.31,2586.85,2675.00,3069.74,3739.44
商品房销售价格:住宅:广东:广州市,人民币/平方米,9056.34211,22168348.04,4708.327521,0.387333328,-1.232522535,0.519892851,3946,17684.82238,8781,19,,,,,,,3946.00,3978.00,4047.00,3995.00,3999.00,4356.00,5041.21,6152.17,8439.06,8781.00,8988.00,10614.64,10925.84,12000.88,13954.25,14738.55,14083.28,16345.79,17684.82
商品房销售价格:住宅:广东:韶关市,人民币/平方米,3138.09679,1463821.665,1209.88498,-0.317552721,-1.051955348,0.385547375,1160,5042.069899,3463.701408,13,,,,,,,,,,,,,1160.00,1392.00,1895.00,2128.00,2523.00,3124.89,3463.70,3761.61,4178.08,3984.93,4050.23,4091.76,5042.07
商品房销售价格:住宅:广东:深圳市,人民币/平方米,17046.9593,177665633.8,13329.12727,1.281557968,0.978250267,0.781906441,5004,48622.09249,13369.63471,19,,,,,,,5004.00,5275.00,5507.00,5267.00,5793.00,6385.00,6996.28,8848.04,13369.63,12823.00,14389.00,18953.60,21037.05,18995.92,23427.42,24040.27,33661.36,45497.55,48622.09
商品房销售价格:住宅:广东:珠海市,人民币/平方米,10647.92856,25525917.78,5052.31806,0.6895818,0.142488474,0.474488351,3780,20971.64443,10667.99268,13,,,,,,,,,,,,,3780.00,4632.00,6454.00,6920.00,7370.00,10516.33,11904.80,10667.99,11172.28,11616.59,14030.94,18386.49,20971.64
商品房销售价格:住宅:广东:汕头市,人民币/平方米,5150.864325,5017447.363,2239.965929,0.362223829,-1.050705222,0.434871856,2350,9335.040843,4789.822722,13,,,,,,,,,,,,,2350.00,2519.00,3061.00,3125.00,3504.00,4159.47,4789.82,5878.88,6993.11,6540.74,7149.31,7555.87,9335.04
商品房销售价格:住宅:广东:佛山市,人民币/平方米,7286.920577,5635034.833,2373.822831,-0.26805206,-0.520588218,0.325764883,3218,11375.33736,7957.721899,13,,,,,,,,,,,,,3218.00,3760.00,5275.00,5366.00,6204.00,7648.07,8206.81,7957.72,8837.10,8728.34,8491.61,9661.98,11375.34
商品房销售价格:住宅:广东:江门市,人民币/平方米,4578.938581,2833356.482,1683.257699,-0.371460214,-0.963848324,0.367608709,1847,7234.828869,5320.771093,13,,,,,,,,,,,,,1847.00,1989.00,2967.00,3159.00,3708.00,4638.00,5320.77,5443.88,5867.69,5763.54,5588.14,5999.36,7234.83
商品房销售价格:住宅:广东:湛江市,人民币/平方米,4280.3041,2714162.352,1647.471503,-0.102716229,-1.053135966,0.384895901,1942,7092.032815,4766.122566,13,,,,,,,,,,,,,1942.00,1961.00,2380.00,2701.00,3760.00,3899.93,4766.12,4996.75,5356.45,5395.45,5438.03,5955.20,7092.03
商品房销售价格:住宅:广东:茂名市,人民币/平方米,3355.071405,2172622.483,1473.981846,0.304544685,-1.056092655,0.439329501,1451,6048.976153,3519.617016,13,,,,,,,,,,,,,1646.00,1451.00,1943.00,1947.00,2246.00,2751.61,3519.62,3746.51,4224.50,4304.26,4643.71,5143.75,6048.98
商品房销售价格:住宅:广东:肇庆市,人民币/平方米,3874.906965,1391929.426,1179.800587,-0.277658912,-0.483087482,0.304471978,1799,5953.81036,4479.046963,13,,,,,,,,,,,,,1799.00,2227.00,2850.00,2856.00,3327.00,3905.94,4561.43,4479.05,4654.47,4589.74,4549.19,4621.16,5953.81
商品房销售价格:住宅:广东:惠州市,人民币/平方米,5247.910468,4232130.814,2057.214334,0.846113953,1.205273392,0.39200637,2226,9959.264677,5510.927447,13,,,,,,,,,,,,,2226.00,2840.00,3771.00,3930.00,4111.00,4816.74,5510.93,5662.44,5617.85,5828.84,6084.07,7864.70,9959.26
商品房销售价格:住宅:广东:梅州市,人民币/平方米,3080.265729,2430954.039,1559.151705,0.053871746,-1.57359557,0.506174415,1079,5578.338926,3051.70504,13,,,,,,,,,,,,,1079.00,1124.00,1365.00,1712.00,1823.00,2585.09,3051.71,3769.76,4393.83,4528.82,4386.89,4646.01,5578.34
商品房销售价格:住宅:广东:汕尾市,人民币/平方米,3257.12982,2295737.397,1515.169098,-0.161675321,-1.659945347,0.465185357,1280,5386.688877,3648.386219,13,,,,,,,,,,,,,1280.00,1323.00,1465.00,1485.00,2504.00,2854.90,3835.23,3648.39,4322.18,4821.79,4734.91,4681.61,5386.69
商品房销售价格:住宅:广东:河源市,人民币/平方米,3176.118096,1486483.404,1219.214257,-0.182965575,-1.495128354,0.383869308,1394,4959.943237,3419.822323,13,,,,,,,,,,,,,1394.00,1414.00,2135.00,2012.00,2413.00,2704.84,3419.82,3872.36,4375.91,4171.04,4097.47,4320.15,4959.94
商品房销售价格:住宅:广东:阳江市,人民币/平方米,3384.242217,1564394.759,1250.757674,-0.199195196,-1.343784813,0.369582788,1358,5265.824329,3474.975775,13,,,,,,,,,,,,,1358.00,1796.00,2044.00,2436.00,2641.00,3002.25,3474.98,4408.92,4522.73,4154.46,4373.45,4517.54,5265.82
商品房销售价格:住宅:广东:清远市,人民币/平方米,3924.090831,1782726.143,1335.187681,-0.094357643,-0.471648075,0.34025402,1706,6398.497028,4330.898959,13,,,,,,,,,,,,,1706.00,2130.00,2659.00,2742.00,3271.00,4063.95,4330.90,4408.01,4970.09,4833.18,4718.23,4782.33,6398.50
商品房销售价格:住宅:广东:东莞市,人民币/平方米,8114.997407,14887793.72,3858.470386,1.271211109,1.595108183,0.475474013,3671,17271.29573,7644.717205,13,,,,,,,,,,,,,3671.00,4138.00,5058.00,5412.00,5775.00,7111.09,7644.72,8099.61,8736.76,9155.82,9641.55,13780.12,17271.30
商品房销售价格:住宅:广东:中山市,人民币/平方米,5400.214883,4292063.496,2071.72959,1.425970389,3.504738052,0.383638362,2694,10851.95327,5300.225851,13,,,,,,,,,,,,,2694.00,2932.00,3940.00,4273.00,4546.00,5146.72,5825.03,5300.23,5798.90,5865.36,5766.31,7263.29,10851.95
商品房销售价格:住宅:广东:潮州市,人民币/平方米,3506.673007,2756362.4,1660.229623,-0.036115609,-1.676953075,0.473448656,1225,5764.588016,3529.964209,13,,,,,,,,,,,,,1225.00,1374.00,1731.00,2037.00,2286.00,3079.87,3529.96,3979.59,5141.68,4765.27,5161.14,5511.65,5764.59
商品房销售价格:住宅:广东:揭阳市,人民币/平方米,2846.376167,1775570.83,1332.505471,0.383779911,-0.50830545,0.46814103,909,5336.523326,2629.213962,13,,,,,,,,,,,,,909.00,1172.00,1689.00,1921.00,2092.00,2462.62,2629.21,3293.72,3457.23,3444.57,3826.77,4769.25,5336.52
商品房销售价格:住宅:广东:云浮市,人民币/平方米,3123.888244,1839987.265,1356.461303,-0.833300264,-0.225566557,0.434222096,277,4784.79079,3800.278671,13,,,,,,,,,,,,,277.00,1532.00,1678.00,2182.00,2547.00,3381.44,3800.28,4094.43,4467.26,3938.17,3849.06,4079.12,4784.79
商品房销售价格:住宅:广西:南宁市,人民币/平方米,4068.677417,3800733.789,1949.547073,0.333482189,-1.33548274,0.479159902,1582,7700.354827,3726,19,,,,,,,1582.00,1855.00,2035.00,2154.00,2169.00,2482.00,2387.66,2656.11,3273.38,3726.00,4463.00,4951.98,4995.92,5618.65,6154.56,6103.40,6229.48,6767.38,7700.35
商品房销售价格:住宅:广西:柳州市,人民币/平方米,4114.820717,3347384.597,1829.585909,0.293494044,-1.380109226,0.444633201,1848,7125.029582,3938.957476,13,,,,,,,,,,,,,1848.00,2004.00,2531.00,2725.00,2179.00,3562.07,3938.96,4292.94,4911.99,5865.21,6031.50,6477.99,7125.03
商品房销售价格:住宅:广西:桂林市,人民币/平方米,3567.700569,1329538.663,1153.056227,-0.129570375,-1.218337368,0.323193106,1800,5409.763194,3759.6634,13,,,,,,,,,,,,,1800.00,2033.00,2295.00,2637.00,2864.00,3459.31,3759.66,3975.44,4282.02,4498.68,4583.37,4782.87,5409.76
商品房销售价格:住宅:广西:梧州市,人民币/平方米,2719.050006,884067.8723,940.2488353,-0.148573607,-1.493018443,0.345800494,1310,3999.881327,2690.129192,13,,,,,,,,,,,,,1310.00,1455.00,1685.00,1934.00,2256.00,2475.92,2690.13,3146.02,3283.66,3645.53,3798.21,3668.30,3999.88
商品房销售价格:住宅:广西:北海市,人民币/平方米,3869.581959,2326055.799,1525.141239,-0.291365959,-0.730685019,0.394135918,1316,6368.466399,4277.387436,13,,,,,,,,,,,,,1316.00,1608.00,2369.00,2674.00,3224.00,4206.20,4462.51,4277.39,4466.39,6368.47,5108.40,4708.99,5515.23
商品房销售价格:住宅:广西:防城港市,人民币/平方米,2718.337324,1287925.97,1134.868261,-1.011299262,0.740883692,0.417486178,125,4041.22799,2790.329482,13,,,,,,,,,,,,,125.00,1440.00,1596.00,2382.00,2435.00,2660.47,2790.33,3227.22,3433.81,3746.00,3669.93,3791.41,4041.23
商品房销售价格:住宅:广西:钦州市,人民币/平方米,2799.788398,829466.225,910.7503637,-0.792684725,-0.840125098,0.32529257,1227,3807.062877,3229.682553,13,,,,,,,,,,,,,1227.00,1267.00,1764.00,2122.00,2653.00,2998.39,3229.68,3725.39,3315.15,3317.22,3427.01,3807.06,3544.33
商品房销售价格:住宅:广西:贵港市,人民币/平方米,3008.888108,1450121.921,1204.210082,0.397239215,-0.110671842,0.400217635,1326,5515.417897,3184.117737,13,,,,,,,,,,,,,1326.00,1552.00,1765.00,1939.00,2357.00,2798.79,3184.12,3295.67,3610.52,3909.56,3843.01,4019.45,5515.42
商品房销售价格:住宅:广西:玉林市,人民币/平方米,2682.002814,896306.9289,946.7348778,-0.032378574,-1.075618295,0.352995483,1347,4237.469225,2905.882784,13,,,,,,,,,,,,,1359.00,1347.00,1678.00,1764.00,2187.00,2697.32,2905.88,2980.15,3166.79,3235.59,3391.33,3916.50,4237.47
商品房销售价格:住宅:广西:百色市,人民币/平方米,2465.586667,1006097.929,1003.044331,-0.276213635,-0.777733965,0.406817714,643,3951.529723,2462.615517,12,,,,,,,,,,,,,643.00,1368.00,1495.00,,1934.00,2150.26,2178.20,2747.03,2977.73,3242.92,3302.66,3951.53,3596.70
商品房销售价格:住宅:广西:贺州市,人民币/平方米,1963.691164,810298.6986,900.1659283,0.627689321,-0.543735265,0.458405041,923,3741.478762,1781.2394,12,,,,,,,,,,,,,923.00,1142.24,1129.00,1019.00,1498.00,1831.05,1731.43,2233.74,2872.79,,2534.06,2908.50,3741.48
商品房销售价格:住宅:广西:河池市,人民币/平方米,2412.859785,1005760.532,1002.87613,0.053322987,-1.634324312,0.415637965,1151,3798.513789,2367.649329,13,,,,,,,,,,,,,1151.00,1182.00,1261.00,1378.00,1805.00,2182.04,2367.65,2718.65,2857.27,3798.51,3503.38,3516.89,3645.80
商品房销售价格:住宅:广西:来宾市,人民币/平方米,2022.324121,306230.2735,553.3807672,-0.642380418,-0.417873844,0.273636042,897,2678.429071,2150.289017,13,,,,,,,,,,,,,897.00,1595.00,1346.00,1539.00,1822.00,1975.64,2150.29,2678.43,2565.81,2325.93,2286.59,2448.62,2659.91
商品房销售价格:住宅:广西:崇左市,人民币/平方米,2185.630923,455075.7486,674.5930244,0.236326109,-0.247192887,0.308649103,1048,3408.180816,2228.883135,12,,,,,,,,,,,,,1048.00,1661.00,1515.00,1751.00,1819.00,2192.27,2362.13,2265.50,2419.85,2697.85,3087.79,,3408.18
商品房销售价格:住宅:海南:海口市,人民币/平方米,4972.364645,9015237.9,3002.538576,0.587592404,-0.650225523,0.603845211,1688,11695.74158,4435,19,,,,,,,1688.00,1982.00,1946.00,2049.00,1989.00,2215.00,2528.81,2673.28,3402.64,4435.00,5293.00,8069.10,6663.95,6516.64,7344.25,7477.64,7637.38,8868.49,11695.74
商品房销售价格:住宅:海南:三亚市,人民币/平方米,13348.17839,33033390.91,5747.468217,0.03176827,-0.769223527,0.430580717,3823,23410.42469,12727.31584,13,,,,,,,,,,,,,3823.00,6663.00,7006.00,10052.00,11154.00,17316.76,12727.32,11430.73,14245.14,19575.25,17997.25,18125.44,23410.42
商品房销售价格:住宅:重庆,人民币/平方米,2809.527517,3321354.201,1822.458285,0.598059169,-1.141858826,0.648670737,1016.89,6605.167342,2081.311207,23,,,1016.89,1018.00,1033.00,1161.00,1080.00,1077.00,1133.00,1277.00,1324.00,1573.00,1900.66,2081.31,2588.22,2640.00,3266.00,4040.44,4492.30,4804.79,5238.51,5094.00,5012.45,5162.39,6605.17
商品房销售价格:住宅:四川:成都市,人民币/平方米,4503.002485,5338718.328,2310.566668,0.058965748,-1.437072443,0.513116898,1608,8596.619181,4778,19,,,,,,,1615.00,1608.00,1648.00,1775.00,1908.00,2224.00,2870.44,3498.95,4198.28,4778.00,4864.00,5827.24,6311.14,6668.38,6710.95,6536.10,6549.79,7369.16,8596.62
商品房销售价格:住宅:四川:自贡市,人民币/平方米,3094.773349,1881703.008,1371.751803,-0.323021081,-1.417983271,0.443247905,944,4888.93559,3387.029579,13,,,,,,,,,,,,,944.00,1154.00,1551.00,1955.00,2429.00,2880.85,3387.03,3631.44,4086.52,4428.80,4446.93,4448.56,4888.94
商品房销售价格:住宅:四川:攀枝花市,人民币/平方米,3146.70195,1377786.915,1173.791683,-0.15448989,-1.812452914,0.373022835,1430,4641.780096,3302.018535,13,,,,,,,,,,,,,1430.00,1670.00,1969.00,2058.00,2585.00,2312.38,3302.02,4339.28,4641.78,4300.15,4014.71,3950.64,4334.16
商品房销售价格:住宅:四川:泸州市,人民币/平方米,2929.423462,1706672.636,1306.396814,-0.19020017,-1.521093413,0.445956971,938,4652.983916,3007.314037,13,,,,,,,,,,,,,938.00,1146.00,1583.00,1846.00,2088.00,2746.80,3007.31,3278.49,4100.94,4064.57,4263.47,4366.93,4652.98
商品房销售价格:住宅:四川:德阳市,人民币/平方米,3080.918024,1157697.172,1075.963369,-0.686120782,-0.875399574,0.349234663,1139,4496.280605,3736.648908,13,,,,,,,,,,,,,1139.00,1416.00,2001.00,2213.00,2674.00,3234.52,3778.88,3855.28,4496.28,3866.62,3736.65,3750.31,3890.40
商品房销售价格:住宅:四川:绵阳市,人民币/平方米,3260.916621,1318232.065,1148.142877,-0.621527181,-1.278014033,0.352092068,1343,4630.934814,3838.110188,13,,,,,,,,,,,,,1343.00,1558.00,1871.00,2276.00,2768.00,3431.80,3838.11,4116.63,4216.33,4239.03,4005.05,4098.02,4630.93
商品房销售价格:住宅:四川:广元市,人民币/平方米,3013.312361,1554956.656,1246.979012,-0.603505595,-1.4524,0.413823349,976,4256.670126,3646.235176,13,,,,,,,,,,,,,976.00,1160.00,1553.00,1961.00,2253.00,3175.89,3946.25,3646.24,4040.49,4256.67,4167.11,3969.71,4067.71
商品房销售价格:住宅:四川:遂宁市,人民币/平方米,2744.102008,1895252.803,1376.681809,-0.170429078,-1.858919389,0.501687548,838,4446.9262,2888.594604,13,,,,,,,,,,,,,838.00,942.00,1335.00,1367.00,1708.00,2265.44,2888.59,3713.59,3818.24,4446.93,4072.67,4078.74,4199.14
商品房销售价格:住宅:四川:内江市,人民币/平方米,2829.565781,1579248.452,1256.681524,-0.424108369,-1.596025425,0.44412522,904,4205.628336,3442.009414,13,,,,,,,,,,,,,904.00,1064.00,1277.00,1779.00,2100.00,2617.25,3442.01,3503.44,3963.75,4144.06,4032.59,3751.62,4205.63
商品房销售价格:住宅:四川:乐山市,人民币/平方米,3158.039237,1584982.329,1258.960813,-0.501528088,-1.373061718,0.398652682,1083,4741.214455,3862.291241,13,,,,,,,,,,,,,1083.00,1307.00,1805.00,2205.00,2280.00,3146.51,4072.94,4249.76,4332.76,3862.29,3975.49,3993.55,4741.21
商品房销售价格:住宅:四川:南充市,人民币/平方米,3039.775837,1587580.919,1259.992428,-0.558522545,-1.336053997,0.414501758,990,4492.682683,3746.9799,13,,,,,,,,,,,,,990.00,1132.00,1532.00,2099.00,2425.00,2941.34,3815.82,3746.98,3937.75,4293.17,4122.47,3988.88,4492.68
商品房销售价格:住宅:四川:眉山市,人民币/平方米,3036.7892,2043456.958,1429.495351,-0.148069945,-0.980111074,0.470725907,893,5501.865716,3463.217819,13,,,,,,,,,,,,,893.00,1061.00,1396.00,1727.00,2350.00,3054.88,3463.22,3731.17,4032.74,3982.11,3955.28,4329.99,5501.87
商品房销售价格:住宅:四川:宜宾市,人民币/平方米,3102.075117,1610908.921,1269.215869,-0.251350058,-1.600320455,0.409150591,1167,4681.635464,3279.711784,13,,,,,,,,,,,,,1167.00,1459.00,1638.00,1943.00,2370.00,2857.02,3279.71,3712.47,4083.66,4240.17,4558.72,4336.58,4681.64
商品房销售价格:住宅:四川:广安市,人民币/平方米,2613.935142,1807497.203,1344.431926,-0.304238512,-1.860436189,0.514332549,742,4017.748619,3039.939223,13,,,,,,,,,,,,,742.00,781.00,1090.00,1283.00,1594.00,2322.30,3039.94,3484.20,3931.51,4017.75,3850.20,3860.00,3985.26
商品房销售价格:住宅:四川:达州市,人民币/平方米,2970.62305,1977433.935,1406.212621,-0.31593792,-1.522507248,0.473372958,795,4749.826374,3227.206325,13,,,,,,,,,,,,,795.00,1007.00,1379.00,1798.00,2218.00,2671.80,3227.21,3662.98,4179.90,4291.16,4424.54,4213.69,4749.83
商品房销售价格:住宅:四川:雅安市,人民币/平方米,3168.579218,1700106.003,1303.881131,-0.256327637,-2.000927035,0.411503403,1413,4662.933556,4002.855783,13,,,,,,,,,,,,,1413.00,1561.00,1540.00,1934.00,2299.00,2389.78,4002.86,4079.32,4287.98,4153.96,4509.19,4358.51,4662.93
商品房销售价格:住宅:四川:巴中市,人民币/平方米,2432.036811,1343653.813,1159.160823,-0.331963675,-1.757276043,0.476621414,768,3673.733984,2904.536966,13,,,,,,,,,,,,,768.00,835.00,1056.00,1317.00,1714.00,2164.88,2904.54,2977.76,3673.73,3543.06,3608.34,3553.23,3500.94
商品房销售价格:住宅:四川:资阳市,人民币/平方米,2567.647476,1474106.363,1214.12782,-0.25344495,-1.77230407,0.472856119,809,3967.224922,2900.61316,13,,,,,,,,,,,,,809.00,953.00,1208.00,1487.00,1634.00,2262.31,2900.61,3286.58,3416.62,3824.27,3877.92,3752.88,3967.22
商品房销售价格:住宅:贵州:贵阳市,人民币/平方米,3231.274798,2702820.648,1644.025744,0.366157421,-1.19708139,0.508785494,1355,6518.613051,2866,19,,,,,,,1429.00,1406.00,1355.00,1471.00,1735.00,1643.00,1801.15,2137.57,2619.41,2866.00,3496.00,4232.57,4553.04,4452.30,4462.87,4888.80,4947.57,5379.33,6518.61
商品房销售价格:住宅:贵州:六盘水市,人民币/平方米,2520.471414,598029.3034,773.3235438,-0.543731434,-0.915020247,0.306817026,1059,3398.894226,2673.19722,12,,,,,,,,,,,,,1059.00,,1770.00,1788.00,1774.00,2317.49,2539.36,2807.03,3398.89,3109.10,3261.94,3065.74,3355.11
商品房销售价格:住宅:贵州:遵义市,人民币/平方米,2472.515236,1426183.93,1194.229429,-1.24311297,0.99003466,0.483001848,0,3542.054143,2955.271565,9,,,,,,,,,,,,,0.00,,1369.00,,1909.00,2394.00,2955.27,3376.52,3418.94,,,3287.85,3542.05
商品房销售价格:住宅:贵州:安顺市,人民币/平方米,2021.287555,548407.7428,740.545571,-0.079184205,-1.213228047,0.366373191,900,2992.651971,1928.88764,8,,,,,,,,,,,,,900.00,,1334.00,1655.00,1803.00,2054.78,2617.89,2812.99,2992.65,,,,
商品房销售价格:住宅:云南:昆明市,人民币/平方米,3140.545366,1469722.724,1212.321213,1.038736719,0.089797448,0.386022513,1790,5614.557327,2732.844905,15,,,,,,,1790.00,1985.00,2333.00,2127.00,2131.00,2437.00,2513.03,2732.84,2993.86,3499.00,3586.00,3407.96,4552.89,5405.03,5614.56,,,,
商品房销售价格:住宅:云南:曲靖市,人民币/平方米,2208.109523,360610.3714,600.5084274,-0.544233077,-1.159447962,0.271955907,1227,2867.298578,2349.496798,9,,,,,,,,,,,,,1227.00,1459.00,1862.00,2011.00,2708.00,2349.50,2583.35,2805.84,2867.30,,,,
商品房销售价格:住宅:云南:玉溪市,人民币/平方米,2636.233902,1039389.134,1019.504357,0.109655298,-1.772121349,0.38672758,1347,4111.587983,2633.800098,10,,,,,,,,,,,,,1557.00,1610.00,1347.00,1963.00,2185.00,3082.60,3144.31,3660.54,3701.30,,,,4111.59
商品房销售价格:住宅:云南:保山市,人民币/平方米,2755.921049,1340615.609,1157.849562,0.629925763,-0.412789134,0.420131615,1246,4700.460829,2513.624825,8,,,,,,,,,,,,,1246.00,1847.00,,2078.00,2333.00,2694.25,3066.76,4081.90,4700.46,,,,
商品房销售价格:住宅:云南:昭通市,人民币/平方米,1909.926778,675176.8707,821.6914693,0.080246083,-1.749306168,0.430221451,848,2955.05618,1851,9,,,,,,,,,,,,,848.00,972.00,1390.00,1334.00,1851.00,2283.25,2620.37,2935.66,2955.06,,,,
商品房销售价格:住宅:云南:丽江市,人民币/平方米,2462.107043,553324.4562,743.8578199,0.870406671,0.631340105,0.302122453,1609,3865.932048,2368.613636,8,,,,,,,,,,,,,1609.00,1692.00,2086.00,,2427.00,2310.23,2619.05,3087.65,3865.93,,,,
商品房销售价格:住宅:云南:普洱市,人民币/平方米,1886.99396,487469.0777,698.1898579,0.328424314,-0.970842382,0.370001109,1073,3047.864349,1884.398496,9,,,,,,,,,,,,,1110.00,1179.00,1073.00,1782.00,1902.00,1884.40,2412.87,2591.81,3047.86,,,,
商品房销售价格:住宅:云南:临沧市,人民币/平方米,1780.66739,425105.9812,652.0015193,0.116387942,-1.544198449,0.366155703,921,2755.687072,1716,9,,,,,,,,,,,,,921.00,1219.00,1092.00,1716.00,1454.00,2171.66,2267.18,2429.49,2755.69,,,,
