"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售额:住宅:湖北:黄冈市,百万人民币,3612.888889,12974879.86,3602.066055,1.45705584,1.652802949,0.997004382,453,11350,1863,9,,,,,,,,,,,,,,,453.00,759.00,1511.00,1597.00,1863.00,2752.00,5410.00,6821.00,11350.00,,,,,
商品房销售额:住宅:湖北:咸宁市,百万人民币,5544.714286,23022213.14,4798.146845,0.90350018,0.778422351,0.865355111,150,16816,5233,14,,,,,,,,,,,,,,,150.00,392.00,802.00,1035.00,1720.00,3503.00,4964.00,5502.00,7860.00,7925.00,7261.00,8503.00,11193.00,16816.00
商品房销售额:住宅:湖北:随州市,百万人民币,2454.923077,3411466.744,1847.015632,1.087764772,1.917201015,0.7523721,283,6999,2700,13,,,,,,,,,,,,,,,283.00,562.00,535.00,714.00,1565.00,2744.00,2825.00,2700.00,3063.00,3541.00,2307.00,4076.00,6999.00,
商品房销售额:住宅:湖南:长沙市,百万人民币,50602.49222,2086517551,45678.4145,0.61577081,-0.746479187,0.902691004,1592.49,141104.31,38805.385,18,,,,,,,,,,1592.49,2574.18,3425.70,5200.48,7245.00,12757.59,16866.83,29629.06,25393.20,47981.71,70191.47,75986.77,77613.20,94652.96,72647.66,93201.25,141104.31,132781.00,
商品房销售额:住宅:湖南:株洲市,百万人民币,14590.61692,82944258.67,9107.373862,0.101464217,-1.065235688,0.624193885,1904,30751.78,17433.26,13,,,,,,,,,,,,,,,1904.00,2995.00,5399.00,5808.00,8484.00,12393.00,18675.17,17433.26,20589.68,18580.75,21674.70,24989.68,30751.78,
商品房销售额:住宅:湖南:湘潭市,百万人民币,6720.655,28511359.72,5339.602955,1.505311098,2.245009613,0.794506332,941,20120,5957,14,,,,,,,,,,,,,,,941.00,2045.00,2596.00,1891.00,3535.00,5193.00,5945.97,5968.03,7984.16,6385.13,7160.94,8942.24,15381.70,20120.00
商品房销售额:住宅:湖南:衡阳市,百万人民币,8034.404615,43673945.47,6608.626595,0.847823635,0.211758907,0.822540924,789,22379.12,7180.67,13,,,,,,,,,,,,,,,789.00,1053.00,1659.00,1888.00,4006.00,5806.00,8022.50,7180.67,10660.32,12557.48,11695.19,16750.98,22379.12,
商品房销售额:住宅:湖南:邵阳市,百万人民币,4594.15,19549009.96,4421.426236,0.800511185,-0.702007311,0.962403543,344,13097.48,2882.03,13,,,,,,,,,,,,,,,344.00,427.00,565.00,856.00,1332.00,1888.00,2882.03,4239.60,6220.74,7625.02,8974.07,11273.01,13097.48,
商品房销售额:住宅:湖南:岳阳市,百万人民币,9571.391429,75534672.98,8691.068575,0.971002699,0.250742204,0.908025614,727,28917.15,8319.74,14,,,,,,,,,,,,,,,848.00,727.00,1707.00,1849.00,2622.00,4657.00,7811.24,11217.89,8828.24,9884.83,14754.87,18517.33,21657.93,28917.15
商品房销售额:住宅:湖南:常德市,百万人民币,7655.756154,36423904.21,6035.221969,1.478710239,2.665182631,0.788324739,1391,23120.42,7678.01,13,,,,,,,,,,,,,,,1391.00,1794.00,3056.00,2439.00,3919.00,5968.00,8113.67,7678.01,8281.22,8006.16,11492.25,14266.10,23120.42,
商品房销售额:住宅:湖南:张家界市,百万人民币,1443.096154,768548.3604,876.6689001,0.011624033,-1.262339847,0.607491675,291,2848.23,1575.23,13,,,,,,,,,,,,,,,353.00,330.00,291.00,573.00,997.00,1379.00,2576.82,1656.29,2228.30,1965.71,1575.23,1986.67,2848.23,
商品房销售额:住宅:湖南:益阳市,百万人民币,5806.42,21009489.25,4583.61094,0.755608918,0.13332141,0.78940396,257,15858,5606.34,14,,,,,,,,,,,,,,,257.00,602.00,1616.00,1819.00,2187.00,3497.00,5002.41,6210.27,8189.80,7479.68,7209.40,9352.64,12009.68,15858.00
商品房销售额:住宅:湖南:郴州市,百万人民币,8881.857692,68181380.67,8257.201746,0.904390751,-0.104251033,0.929670575,1127,26009.03,7369.57,13,,,,,,,,,,,,,,,1127.00,1575.00,1264.00,1198.00,1841.00,4543.00,7369.57,9306.66,11323.55,12995.45,15526.91,21384.98,26009.03,
商品房销售额:住宅:湖南:永州市,百万人民币,8526.041429,65273478.39,8079.200356,0.890626838,0.070813999,0.947591027,431,26397,6881.11,14,,,,,,,,,,,,,,,642.00,431.00,1015.00,1084.00,1877.00,3430.00,5681.73,8080.49,9851.54,12222.40,13037.93,16548.30,19066.19,26397.00
商品房销售额:住宅:湖南:怀化市,百万人民币,6785.21,52983724.31,7278.991984,1.329291911,1.445896767,1.07277328,426,24314.76,3552.27,13,,,,,,,,,,,,,,,735.00,426.00,985.00,960.00,1469.00,2211.00,3552.27,7187.54,11384.35,8693.61,10109.60,16179.60,24314.76,
商品房销售额:住宅:湖南:娄底市,百万人民币,3935.31,9558052.969,3091.610093,0.598900965,-0.705916741,0.785607765,304,9627.84,3841.67,13,,,,,,,,,,,,,,,304.00,531.00,1046.00,1124.00,1741.00,2827.00,3940.94,5832.24,8794.77,3841.67,4988.18,6560.39,9627.84,
商品房销售额:住宅:广东:广州市,百万人民币,109914.7528,5926381261,76982.99333,0.625053151,-0.604811891,0.700388177,20193.27,265456.45,103062.905,18,,,,,,,,,,20193.27,20750.20,26471.63,30198.84,35074.00,57028.16,71139.14,97777.43,77224.92,112679.70,118003.32,108348.38,135431.32,195145.42,176306.85,189400.50,265456.45,241836.02,
商品房销售额:住宅:广东:韶关市,百万人民币,9544.5,50155549.43,7082.058277,0.695956523,-0.26243837,0.742004115,1070,23500,8041.355,14,,,,,,,,,,,,,,,1070.00,1323.00,2808.00,2764.00,5399.00,6856.00,7247.48,8835.23,13678.28,13427.86,11557.37,13641.34,21515.44,23500.00
商品房销售额:住宅:广东:深圳市,百万人民币,98091.84722,7409158785,86076.47056,1.351559764,0.983052854,0.877508916,17586.62,300322.46,74889.24,18,,,,,,,,,,17586.62,18924.99,18296.62,20746.21,21902.00,71348.61,60713.62,66894.74,53041.25,103228.49,78429.87,98754.57,92784.24,123499.64,114145.41,251729.68,300322.46,253304.23,
商品房销售额:住宅:广东:珠海市,百万人民币,36716.87857,909264991.4,30154.02115,1.473133547,1.729739135,0.821257752,6482,109696.04,25501.7,14,,,,,,,,,,,,,,,6482.00,8032.00,20415.00,11072.00,20473.00,26396.00,22995.42,24607.40,34360.32,37274.63,54131.45,109696.04,88139.04,49962.00
商品房销售额:住宅:广东:汕头市,百万人民币,13984.39214,240942465.9,15522.32154,1.962069012,3.38049484,1.109974705,3043,55465.06,8065.32,14,,,,,,,,,,,,,,,3043.00,3644.00,4617.00,3630.00,3853.00,6547.00,6647.68,9979.87,11128.59,9482.96,14364.49,24385.84,55465.06,38993.00
商品房销售额:住宅:广东:佛山市,百万人民币,76085.41615,4141265322,64352.66368,1.70812327,2.534307251,0.845794988,15511,236209.87,59372,13,,,,,,,,,,,,,,,15511.00,22926.00,36366.00,25861.00,44127.00,59372.00,61436.98,56130.81,69726.35,77175.52,104850.21,179417.67,236209.87,
商品房销售额:住宅:广东:江门市,百万人民币,18492.25462,189210450.1,13755.37895,1.252333824,1.619640065,0.743845423,3474,51439.04,16720,13,,,,,,,,,,,,,,,3474.00,3946.00,7251.00,6670.00,11957.00,16720.00,15988.55,17963.40,22747.56,18890.94,26042.13,37309.69,51439.04,
商品房销售额:住宅:广东:湛江市,百万人民币,13090.57,171685384.5,13102.87695,1.300060855,0.809609916,1.000940139,1711,40492,8703.635,14,,,,,,,,,,,,,,,1711.00,1974.00,2209.00,1767.00,3895.00,5456.00,8273.76,9133.51,14754.02,14677.31,16978.78,22616.42,39330.18,40492.00
商品房销售额:住宅:广东:茂名市,百万人民币,8971.063077,64880026.2,8054.813853,1.585958563,3.306760878,0.897866148,1162,30296.66,8302.59,13,,,,,,,,,,,,,,,1399.00,1162.00,2192.00,2770.00,3494.00,5129.00,8302.59,11332.14,13087.96,9990.23,11875.28,15592.96,30296.66,
商品房销售额:住宅:广东:肇庆市,百万人民币,15280.48929,131781728.9,11479.62233,0.949539808,0.870929555,0.751260128,1750,41733,14435.14,14,,,,,,,,,,,,,,,1750.00,2342.00,4313.00,4007.00,8618.00,12292.00,13661.47,15208.81,19300.59,18604.10,19306.00,20516.31,32274.57,41733.00
商品房销售额:住宅:广东:惠州市,百万人民币,58363.82786,3080919017,55506.02685,1.080962407,-0.069641347,0.951034723,2942,168866,43022.94,14,,,,,,,,,,,,,,,2942.00,6882.00,13707.00,10643.00,21228.00,28597.00,41466.18,44579.70,61389.71,53529.85,75834.22,133717.39,153711.54,168866.00
商品房销售额:住宅:广东:梅州市,百万人民币,6739.195385,56062192.38,7487.469023,1.596166582,2.479828094,1.111033083,630,25836.06,3972.85,13,,,,,,,,,,,,,,,630.00,670.00,891.00,1112.00,1675.00,2947.00,3972.85,4832.72,7645.90,9877.52,11827.08,15692.41,25836.06,
商品房销售额:住宅:广东:汕尾市,百万人民币,3751.181429,25423231.54,5042.14553,2.029613269,4.018427755,1.34414867,157,17794,1769.66,14,,,,,,,,,,,,,,,157.00,183.00,668.00,661.00,1280.00,1633.00,2486.27,1918.15,877.22,1906.32,4505.93,8544.72,9901.93,17794.00
商品房销售额:住宅:广东:河源市,百万人民币,6307.354615,48324333.36,6951.570568,1.894196829,3.958812375,1.102137265,571,25151.52,4274.07,13,,,,,,,,,,,,,,,571.00,913.00,2140.00,904.00,1934.00,2291.00,4274.07,4791.99,8017.00,7458.93,9482.81,14066.29,25151.52,
商品房销售额:住宅:广东:阳江市,百万人民币,7329.49,41072371.47,6408.773008,1.05626213,0.920758545,0.874381848,875,22366.81,5680.39,13,,,,,,,,,,,,,,,875.00,1063.00,1696.00,1748.00,2619.00,3999.00,5680.39,7749.26,11092.35,11041.29,11773.37,13579.90,22366.81,
商品房销售额:住宅:广东:清远市,百万人民币,19126.30643,256696558.8,16021.75268,0.969567502,0.079184389,0.83768148,1839,51747.48,15516.055,14,,,,,,,,,,,,,,,1839.00,2778.00,6122.00,3080.00,8987.00,12456.00,14771.54,16260.57,24004.93,19074.03,24106.11,35091.63,51747.48,47450.00
商品房销售额:住宅:广东:东莞市,百万人民币,51122.19692,1186260770,34442.13655,0.970330223,-0.003399063,0.673721761,10911,122231.19,41333.22,13,,,,,,,,,,,,,,,10911.00,14604.00,27363.00,26731.00,33425.00,33415.00,41333.22,47251.86,63250.59,50926.91,91450.19,122231.19,101695.60,
商品房销售额:住宅:广东:中山市,百万人民币,34188.33231,459150037.8,21427.78658,0.667614047,-0.305002236,0.626757292,6886,73746.57,31481.99,13,,,,,,,,,,,,,,,6886.00,9950.00,18335.00,12191.00,23556.00,31220.00,33593.28,31481.99,40496.56,39295.09,53152.08,73746.57,70544.75,
商品房销售额:住宅:广东:潮州市,百万人民币,2669.786154,4530538.142,2128.506082,1.247731095,1.503397992,0.797257143,375,7790.76,1862,13,,,,,,,,,,,,,,,413.00,375.00,778.00,1610.00,1862.00,1928.00,1789.12,1759.34,3652.33,3377.85,4103.91,5267.91,7790.76,
商品房销售额:住宅:广东:揭阳市,百万人民币,4325.325714,18681709.45,4322.234312,1.882422603,3.501888629,0.999285279,320,15885,3552.595,14,,,,,,,,,,,,,,,320.00,336.00,1120.00,1511.00,2170.00,3327.00,3578.00,3527.19,3732.40,3612.46,4182.20,5946.77,11306.54,15885.00
商品房销售额:住宅:广东:云浮市,百万人民币,4805.952143,26557833.22,5153.429268,1.452013365,1.550654369,1.072301412,277,17053,2876.765,14,,,,,,,,,,,,,,,277.00,407.00,615.00,836.00,1204.00,1968.00,2473.78,3279.75,6022.66,5949.84,6078.69,7192.73,13925.88,17053.00
商品房销售额:住宅:广西:南宁市,百万人民币,32842.85316,1065381461,32640.18169,1.299110494,0.996971223,0.993829054,861.17,110706,29801.26,19,,,,,,,,,,861.17,2067.65,2209.88,3671.10,7668.00,10027.92,11150.07,19164.75,16938.95,30574.81,29801.26,30587.00,32336.50,38967.00,44002.54,54748.61,77835.00,100696.00,110706.00
商品房销售额:住宅:广西:柳州市,百万人民币,15055.1,140574511.4,11856.41225,1.477882104,1.683407776,0.787534606,3884,43941,12078.005,14,,,,,,,,,,,,,,,4480.00,3884.00,6401.00,5072.00,7615.00,9728.00,11486.00,13833.13,12670.01,14829.00,17376.14,25134.14,34321.98,43941.00
商品房销售额:住宅:广西:桂林市,百万人民币,13427.455,68002219.43,8246.345823,1.061899311,0.64329943,0.614140641,4265,31908,11531.08,14,,,,,,,,,,,,,,,4265.00,4590.00,6350.00,6640.00,7545.00,10627.00,10918.00,12144.16,15724.00,15143.00,15289.21,20067.00,26774.00,31908.00
商品房销售额:住宅:广西:梧州市,百万人民币,3458.16,4730496.985,2174.970571,-0.041848899,-1.472270148,0.628938676,464,6741,4136.6,13,,,,,,,,,,,,,,,464.00,736.00,1190.00,1062.00,2032.00,3085.00,4227.00,4136.60,5310.00,6209.48,5357.00,4406.00,6741.00,
商品房销售额:住宅:广西:北海市,百万人民币,6656.608462,26047000.66,5103.626227,1.304010196,3.049609164,0.766700679,331,19889.74,7028,13,,,,,,,,,,,,,,,331.00,950.00,1767.00,2719.00,5445.00,7323.00,7028.00,5605.05,7847.00,8870.00,8624.00,10137.12,19889.74,
商品房销售额:住宅:广西:防城港市,百万人民币,3948.000769,8678457.961,2945.92226,0.015982342,-1.329203938,0.746180771,125,8813.11,4521.19,13,,,,,,,,,,,,,,,125.00,212.00,436.00,1106.00,1812.00,3863.00,6521.00,4521.19,4889.73,5412.53,6259.02,7353.43,8813.11,
商品房销售额:住宅:广西:钦州市,百万人民币,3534.538462,4244691.436,2060.264895,-0.226185676,-1.737749556,0.582895028,724,6288,3978,13,,,,,,,,,,,,,,,724.00,837.00,1228.00,1656.00,3709.00,5601.00,3978.00,1495.00,4740.00,4667.00,5280.00,5746.00,6288.00,
商品房销售额:住宅:广西:贵港市,百万人民币,5056.063077,18428512.59,4292.844348,1.567737513,2.673743681,0.849048812,773,16062,4142,13,,,,,,,,,,,,,,,773.00,1112.00,1771.00,1816.00,2557.00,3714.00,4154.00,4142.00,5343.12,6393.70,7721.00,10170.00,16062.00,
商品房销售额:住宅:广西:玉林市,百万人民币,6403.489231,29711768.21,5450.850228,0.892495163,0.291967491,0.851231263,637,18244,6607,13,,,,,,,,,,,,,,,637.00,1118.00,2045.00,2265.00,3576.00,704.00,7938.00,6607.00,8240.00,8223.18,9510.40,14137.78,18244.00,
商品房销售额:住宅:广西:百色市,百万人民币,3307.704615,4923895.668,2218.985279,0.958133577,0.619395493,0.670853518,643,8203,3095,13,,,,,,,,,,,,,,,643.00,1140.00,1441.00,1218.00,1801.00,2948.00,3095.00,3728.00,4159.00,3563.00,4487.00,6574.16,8203.00,
商品房销售额:住宅:广西:贺州市,百万人民币,1149.153846,1462373.641,1209.286418,1.671372201,2.777362798,1.052327695,99,4281,606,13,,,,,,,,,,,,,,,99.00,265.00,341.00,331.00,318.00,401.00,606.00,862.00,1285.00,1559.00,2083.00,2508.00,4281.00,
商品房销售额:住宅:广西:河池市,百万人民币,1676.191538,1446013.833,1202.503153,0.651489978,-0.301986855,0.717401995,256,4121.81,1534,13,,,,,,,,,,,,,,,405.00,256.00,500.00,430.00,1007.00,1822.00,1534.00,1461.00,1792.67,2491.43,2699.15,3270.43,4121.81,
商品房销售额:住宅:广西:来宾市,百万人民币,2123.013846,1705494.329,1305.94576,-0.070950561,-1.806550197,0.615137656,446,3995.18,2418,13,,,,,,,,,,,,,,,446.00,471.00,692.00,840.00,1095.00,1541.00,2418.00,3007.00,3051.00,3090.00,3450.00,3503.00,3995.18,
商品房销售额:住宅:广西:崇左市,百万人民币,2220.330769,2162350.721,1470.49336,0.323483834,-0.318055266,0.662285719,140,5144.09,2657,13,,,,,,,,,,,,,,,140.00,351.00,904.00,789.00,1364.00,2098.00,2707.00,2664.00,2657.00,3003.90,3060.00,3982.31,5144.09,
商品房销售额:住宅:海南:海口市,百万人民币,15156.94421,247724751.3,15739.27417,1.348608857,1.448049781,1.03842001,755.84,56989.84,9707.35,19,,,,,,,,,,755.84,1038.35,1135.74,1832.33,2231.00,4528.80,3568.19,5525.69,7469.92,9707.35,16113.80,13116.86,16332.31,23336.36,22214.57,25210.23,34965.76,56989.84,41909.00
商品房销售额:住宅:海南:三亚市,百万人民币,17898.89769,141526069.9,11896.473,0.706301742,1.233629222,0.66464836,1176,45587.12,19404.95,13,,,,,,,,,,,,,,,1176.00,3468.00,5473.00,9008.00,12693.00,24382.00,20662.95,20348.81,25906.21,19404.95,18923.77,25651.86,45587.12,
商品房销售额:住宅:重庆,百万人民币,112979.8196,16211998819,127326.3477,1.086649923,0.479113492,1.126983103,708.67,444286.92,56175.89,24,,,,,708.67,1455.07,2223.76,4176.09,3935.69,5286.98,7191.96,11119.29,14999.15,18172.80,34067.68,41869.80,85673.27,70481.98,123170.53,161064.44,182541.19,197242.06,228356.58,225328.16,224443.11,263564.15,360156.34,444286.92
商品房销售额:住宅:四川:成都市,百万人民币,111416.6305,7486407266,86524.0271,0.33445607,-1.094740031,0.776580899,6432.01,260210,123925.3,19,,,,,,,,,,6432.01,10475.63,13083.24,17122.55,15216.00,31857.84,51860.62,87525.68,64860.65,123925.30,133438.41,145863.00,161889.00,171493.00,161825.37,162081.72,242132.05,255623.91,260210.00
商品房销售额:住宅:四川:自贡市,百万人民币,5853.415385,13870145.42,3724.264413,0.319146698,-0.499112095,0.636254933,1032,13260.26,6566,13,,,,,,,,,,,,,,,1032.00,1333.00,1950.00,1876.00,3762.00,5416.00,7317.00,6566.00,9258.00,7059.95,7877.29,9386.90,13260.26,
商品房销售额:住宅:四川:攀枝花市,百万人民币,3047.22,2611646.199,1616.058847,0.420747173,-1.09637443,0.530338751,864,5695,2601,13,,,,,,,,,,,,,,,864.00,1410.00,1826.00,1491.00,1763.00,2502.00,2601.00,3310.00,5695.00,4478.61,3700.36,4370.99,5601.90,
商品房销售额:住宅:四川:泸州市,百万人民币,11586.22357,101314370.6,10065.50399,1.240082054,1.075788528,0.868747606,1357,35233,8759.5,14,,,,,,,,,,,,,,,1357.00,1959.00,2182.00,3285.00,5717.00,8592.00,7730.00,8927.00,13659.00,10791.44,15430.36,20063.42,27280.91,35233.00
商品房销售额:住宅:四川:德阳市,百万人民币,5799.238462,6916911.784,2630.00224,-0.375893217,-1.242148039,0.453508208,1763,9127,6628,13,,,,,,,,,,,,,,,1763.00,2802.00,3061.00,1946.00,5287.00,6634.00,7294.00,6628.00,9127.00,6093.79,7013.69,8914.48,8826.14,
商品房销售额:住宅:四川:绵阳市,百万人民币,9987.988462,31247237.15,5589.922822,0.111893871,-0.757688504,0.559664525,2443,20523.84,11231.32,13,,,,,,,,,,,,,,,2443.00,3447.00,3815.00,3252.00,6912.00,11675.00,15159.00,11224.00,12805.00,11231.32,12359.58,14997.11,20523.84,
商品房销售额:住宅:四川:广元市,百万人民币,2574.371538,2824046.536,1680.489969,0.344603378,-0.854278412,0.652776782,506,5716.35,2552,13,,,,,,,,,,,,,,,506.00,596.00,932.00,668.00,1654.00,2239.00,3069.00,2552.00,2994.00,3691.81,4327.96,4520.71,5716.35,
商品房销售额:住宅:四川:遂宁市,百万人民币,7150.565385,34590202.45,5881.343592,0.95708846,0.390668821,0.822500498,718,20298.62,5235,13,,,,,,,,,,,,,,,718.00,824.00,2524.00,2136.00,3917.00,4293.00,5235.00,6693.00,8764.00,12268.18,11497.95,13788.60,20298.62,
商品房销售额:住宅:四川:内江市,百万人民币,6080.320769,15467716.6,3932.901804,0.121379113,-0.937395953,0.646824724,802,13001.7,6462,13,,,,,,,,,,,,,,,802.00,1130.00,1425.00,2014.00,4790.00,6462.00,8921.00,6563.00,6954.00,6402.98,9687.90,10890.59,13001.70,
商品房销售额:住宅:四川:乐山市,百万人民币,7106.223846,20297022.49,4505.221692,0.408919576,-0.285278155,0.633982519,1283,16373.31,7624,13,,,,,,,,,,,,,,,1283.00,1759.00,2762.00,2332.00,4082.00,7624.00,9995.00,6619.00,9013.00,9065.57,9817.86,11655.17,16373.31,
商品房销售额:住宅:四川:南充市,百万人民币,10872.20077,48662501.08,6975.85128,0.02405247,-1.376244119,0.641622743,1591,22459.37,12449.87,13,,,,,,,,,,,,,,,1591.00,2353.00,3736.00,3106.00,5594.00,9777.00,15008.00,14578.00,17875.00,18285.45,12449.87,14525.92,22459.37,
商品房销售额:住宅:四川:眉山市,百万人民币,7452.704615,31464375.79,5609.311525,0.542977289,-0.787615763,0.752654481,914,18371.83,6266,13,,,,,,,,,,,,,,,914.00,1322.00,2091.00,1827.00,4246.00,5511.00,6266.00,6937.00,10592.00,11951.10,13863.66,12992.57,18371.83,
商品房销售额:住宅:四川:宜宾市,百万人民币,8630.007692,35617256.06,5968.019442,0.876026494,0.253754485,0.691542772,2116,21755.56,7829,13,,,,,,,,,,,,,,,2116.00,2546.00,3257.00,3006.00,4339.00,6914.00,7829.00,10177.00,12447.00,8377.30,13677.07,15749.17,21755.56,
商品房销售额:住宅:四川:广安市,百万人民币,6455.121538,27111918.18,5206.910618,0.9007676,0.173400314,0.806632468,1095,17848.39,5602,13,,,,,,,,,,,,,,,1264.00,1095.00,1903.00,1508.00,2560.00,4561.00,5602.00,5712.00,8461.00,10471.86,10005.12,12925.21,17848.39,
商品房销售额:住宅:四川:达州市,百万人民币,6865.073846,18794404.6,4335.251388,0.697425405,0.962518563,0.631493773,1059,16824.36,7115,13,,,,,,,,,,,,,,,1059.00,1767.00,2599.00,2582.00,5690.00,7115.00,7511.00,6193.00,9921.00,9026.45,9715.84,9242.31,16824.36,
商品房销售额:住宅:四川:雅安市,百万人民币,1484.044615,1405301.839,1185.454275,1.201528953,2.194565074,0.79879962,157,4463.36,1682,13,,,,,,,,,,,,,,,157.00,495.00,357.00,258.00,800.00,889.00,1682.00,1872.00,2165.00,2004.70,2197.78,1951.74,4463.36,
商品房销售额:住宅:四川:巴中市,百万人民币,3577.755385,8495685.869,2914.735986,0.656643544,-0.766097054,0.814682859,434,9200.46,2644,13,,,,,,,,,,,,,,,434.00,563.00,1050.00,919.00,1200.00,2219.00,2644.00,4031.00,4817.00,5358.88,6453.51,7620.97,9200.46,
商品房销售额:住宅:四川:资阳市,百万人民币,7336.323846,27996336.87,5291.156478,0.023555542,-1.834493242,0.721227223,635,14271.4,6339,13,,,,,,,,,,,,,,,635.00,1052.00,1519.00,1945.00,3416.00,5925.00,6339.00,9560.00,13223.00,14271.40,12702.91,11234.24,13549.66,
商品房销售额:住宅:贵州:贵阳市,百万人民币,23108.125,379738771.3,19486.88716,0.333798995,-1.512246314,0.843291577,1842.03,57208,18874.945,18,,,,,,,,,,1842.03,2389.32,2762.99,3678.94,3341.00,5985.69,7601.73,10694.87,11163.87,26586.02,31048.04,33406.60,42889.00,51930.00,39126.15,39494.00,44798.00,57208.00,
商品房销售额:住宅:贵州:六盘水市,百万人民币,3704.909091,5115937.091,2261.843737,0.822267178,-0.163748918,0.610499119,926,8166,3241,11,,,,,,,,,,,,,,,,,1455.00,926.00,2195.00,2292.00,2387.00,3241.00,3750.00,4044.00,5848.00,6450.00,8166.00,
商品房销售额:住宅:贵州:遵义市,百万人民币,13683,235247146.4,15337.76863,1.462614126,1.370403308,1.120936098,825,47350,6430,10,,,,,,,,,,,,,,,,,2748.00,825.00,3020.00,4630.00,6475.00,6385.00,11050.00,,,23495.00,30852.00,47350.00
商品房销售额:住宅:贵州:安顺市,百万人民币,1949.714286,2248289.238,1499.429638,0.746379782,-0.286382623,0.769050957,329,4480,1463,7,,,,,,,,,,,,,,,,,495.00,329.00,1378.00,1463.00,2254.00,3249.00,4480.00,,,,,
商品房销售额:住宅:云南:昆明市,百万人民币,23335.99786,325372371.6,18038.08115,0.615687571,-0.681722099,0.772972352,4020.63,58470,20727.15,14,,,,,,,,,,4020.63,4143.96,5075.75,6357.00,5788.00,18452.89,23001.41,25815.27,18247.06,28065.40,37398.90,42265.70,49602.00,58470.00,,,,,
商品房销售额:住宅:云南:曲靖市,百万人民币,6209.555556,20137335.03,4487.464209,0.264454557,-1.772189304,0.722670756,414,12010,4140,9,,,,,,,,,,,,,,,1923.00,2856.00,414.00,4128.00,4140.00,7704.00,12010.00,11821.00,10890.00,,,,,
商品房销售额:住宅:云南:玉溪市,百万人民币,3882.545455,7396366.273,2719.626127,0.347772554,-0.581002892,0.700475026,675,9020,4009,11,,,,,,,,,,,,,,,675.00,705.00,796.00,1758.00,3373.00,6307.00,4009.00,5575.00,5700.00,,,,4790.00,9020.00
商品房销售额:住宅:云南:保山市,百万人民币,1494.888889,1083825.861,1041.069576,0.396320372,-1.473613709,0.696419368,324,3060,1235,9,,,,,,,,,,,,,,,479.00,486.00,324.00,949.00,1235.00,1921.00,2159.00,2841.00,3060.00,,,,,
商品房销售额:住宅:云南:昭通市,百万人民币,1350.777778,1571737.944,1253.689732,0.820594343,-0.34203951,0.928124339,169,3696,927,9,,,,,,,,,,,,,,,169.00,213.00,186.00,564.00,1791.00,927.00,1981.00,3696.00,2630.00,,,,,
商品房销售额:住宅:云南:丽江市,百万人民币,2086.333333,2865144.75,1692.673846,0.643221439,-1.575495343,0.811315152,352,4650,1330,9,,,,,,,,,,,,,,,822.00,931.00,352.00,599.00,1330.00,2033.00,3850.00,4650.00,4210.00,,,,,
商品房销售额:住宅:云南:普洱市,百万人民币,1295.111111,1418366.111,1190.951767,0.162715972,-2.128713887,0.919574974,88,2840,1221,9,,,,,,,,,,,,,,,138.00,225.00,96.00,88.00,1221.00,2005.00,2700.00,2343.00,2840.00,,,,,
商品房销售额:住宅:云南:临沧市,百万人民币,794.6666667,260262,510.1587988,0.35202763,-1.812561792,0.641978354,268,1490,650,9,,,,,,,,,,,,,,,433.00,275.00,268.00,326.00,650.00,1088.00,1485.00,1137.00,1490.00,,,,,
商品房销售额:住宅:西藏:拉萨,百万人民币,853.3333333,314609.25,560.9003922,0.594680481,-1.472283236,0.657305147,204,1707,554,9,,,,,,,,,,,,,,,204.00,490.00,1560.00,1707.00,1410.00,368.00,537.00,554.00,850.00,,,,,
商品房销售额:住宅:陕西:西安市,百万人民币,54411.25722,2612229915,51109.97862,0.755046788,-0.206461617,0.939327287,3007.92,174342.63,36144.175,18,,,,,,,,,,3007.92,3553.10,4633.24,4424.68,4513.00,11697.27,17947.16,25174.11,27217.84,45070.51,66127.33,97371.48,85853.26,97619.27,92874.28,98534.52,119441.03,174342.63,
商品房销售额:住宅:陕西:铜川市,百万人民币,792.7530769,119739.9161,346.0345591,0.380894419,-0.398665999,0.436497277,320,1458.63,798.17,13,,,,,,,,,,,,,,,340.00,501.00,453.00,320.00,636.00,1005.00,1458.63,798.17,761.63,962.49,820.85,976.00,1273.02,
商品房销售额:住宅:陕西:宝鸡市,百万人民币,5704.591538,11654528.71,3413.872978,-0.034703852,-1.428065066,0.598443018,974,11125.48,6479.01,13,,,,,,,,,,,,,,,974.00,1614.00,1710.00,2161.00,3595.00,5241.00,6489.35,6479.01,7900.24,8496.79,8972.57,9401.25,11125.48,
商品房销售额:住宅:陕西:咸阳市,百万人民币,5321.238462,9438251.676,3072.17377,-0.172254395,-1.678071886,0.577341871,934,9184.66,5144.71,13,,,,,,,,,,,,,,,934.00,1352.00,1614.00,2668.00,3416.00,4739.00,8042.91,5144.71,8249.77,9039.03,9184.66,7652.69,7139.33,
