"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1952,1957,1962,1965,1970,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
工资总额:在岗职工:辽宁:沈阳市,十亿人民币,34.88334423,631.2100131,25.12389327,0.753077483,-1.033014975,0.720226051,11.37898,78.24867,24.29946,22,,,,,,,,,,,,,,,,,,,,,,,,,,11.38,12.29,11.55,11.53,11.71,13.26,14.34,15.22,16.48,19.02,22.17,26.43,33.12,38.06,38.53,45.95,52.33,69.99,75.01,78.25,74.26,76.57
工资总额:在岗职工:辽宁:大连市,十亿人民币,33.94216018,680.0666958,26.07808842,0.702482321,-1.239089958,0.768309627,9.36097,75.10398,21.47394,22,,,,,,,,,,,,,,,,,,,,,,,,,,9.36,9.59,9.53,9.66,10.74,11.70,12.46,14.42,16.14,17.77,20.11,22.84,29.18,32.83,38.50,51.43,58.65,74.27,73.50,75.10,74.35,74.57
工资总额:在岗职工:辽宁:鞍山市,十亿人民币,11.64786141,55.27546316,7.434747014,0.728137344,-1.046087409,0.638292881,4.51302,24.94077,8.791115,22,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,5.41,4.53,4.51,4.66,4.90,5.18,5.38,6.11,7.26,7.97,9.61,10.76,11.62,12.89,16.69,18.00,24.41,24.94,24.03,21.98,20.02
工资总额:在岗职工:辽宁:抚顺市,十亿人民币,7.498803091,17.99398404,4.24193164,0.566957844,-1.329657168,0.565681161,3.29281,14.70479,6.06696,22,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,3.87,3.31,3.30,3.29,3.44,3.54,3.65,4.12,4.82,5.56,6.57,7.43,8.06,9.20,10.07,11.81,14.70,14.31,13.85,12.96,13.17
工资总额:在岗职工:辽宁:本溪市,十亿人民币,6.005253364,14.25727013,3.775880047,0.445316521,-1.225321922,0.628762821,0.28849,12.42888,4.96735,22,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.54,2.45,2.40,2.63,2.79,0.29,3.03,3.56,4.02,4.62,5.31,5.95,6.52,7.17,9.36,10.32,12.43,12.37,11.33,9.88,10.38
工资总额:在岗职工:辽宁:丹东市,十亿人民币,4.419182273,8.068694214,2.840544704,0.591510385,-1.402468289,0.64277609,1.59392,9.26547,3.163065,22,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.95,1.59,1.60,1.74,1.69,2.10,2.08,2.27,2.55,2.95,3.37,3.94,4.69,5.28,7.09,7.45,9.27,8.72,8.64,8.32,7.92
工资总额:在岗职工:辽宁:锦州市,十亿人民币,6.429599136,20.76087114,4.556409895,0.778940161,-1.109442156,0.708661582,2.15588,14.53727,4.14424,22,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.34,2.16,2.27,2.46,2.57,2.84,2.87,3.18,3.47,3.79,4.50,5.16,6.03,6.95,9.14,11.19,12.41,13.14,14.54,14.20,13.26
工资总额:在岗职工:辽宁:营口市,十亿人民币,5.3310885,18.80197441,4.336124354,0.746984803,-1.235474879,0.813365667,1.47911,12.879537,3.042605,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.71,1.50,1.48,1.59,1.69,1.78,1.95,2.12,2.41,2.70,3.38,4.02,4.88,5.93,8.40,10.25,11.40,11.38,11.85,12.33,12.88
工资总额:在岗职工:辽宁:阜新市,十亿人民币,3.993116045,7.30445415,2.702675369,0.673177241,-1.338293649,0.676833665,1.39755,8.34667,2.751755,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,1.60,1.66,1.40,1.48,1.51,1.67,1.95,2.01,2.15,2.48,3.02,3.46,3.87,4.29,6.13,7.66,8.35,8.20,8.32,7.47,7.44
工资总额:在岗职工:辽宁:辽阳市,十亿人民币,4.643079864,8.645998889,2.940407946,0.617539934,-1.302035596,0.633288255,1.81463,9.756066,3.5151,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,2.01,1.86,1.81,1.85,1.90,1.99,2.10,2.50,2.92,3.25,3.78,4.42,4.70,5.47,6.73,7.60,8.97,9.06,8.94,8.60,9.76
