"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
商品房销售面积:住宅:福建:宁德市,千平方米,1546.336786,394460.8879,628.0612135,0.804948973,0.248155067,0.406160688,610.9,2860.015,1433.3,14,,,,,,,,,,,,,,,957.70,968.90,1155.00,610.90,1506.60,1255.00,1238.00,1360.00,1669.70,1671.70,1638.10,2215.20,2860.02,2541.90
商品房销售面积:住宅:江西:南昌市,千平方米,4619.759842,12306018.54,3507.993521,0.854109691,0.302791843,0.759345429,491.92,12897.947,4360.131,19,,,,,,,,,491.92,604.12,903.83,996.26,1094.03,1906.11,3599.10,3599.86,4603.38,3264.59,4636.26,4893.02,4360.13,5953.33,7518.73,7514.76,8159.90,10778.16,12897.95,
商品房销售面积:住宅:江西:景德镇市,千平方米,914.0814615,74441.77837,272.8402067,0.549920233,-0.231969507,0.298485658,535.4,1477.107,914.86,13,,,,,,,,,,,,,,,644.40,678.00,712.70,535.40,834.00,1036.00,1089.28,1127.13,1477.11,914.86,656.00,950.06,1228.12,
商品房销售面积:住宅:江西:萍乡市,千平方米,737.9652143,150062.3437,387.3788116,1.509314931,1.433448181,0.524928281,355.615,1672.1,575.861,14,,,,,,,,,,,,,,,544.20,496.40,537.40,526.70,647.00,680.00,413.62,355.62,607.52,518.91,796.70,1218.71,1316.63,1672.10
商品房销售面积:住宅:江西:九江市,千平方米,2748.954462,1440763.063,1200.317901,0.802634938,0.984286983,0.436645247,983.3,5425.771,2785,13,,,,,,,,,,,,,,,983.30,1344.00,2328.90,1802.30,2546.00,2785.00,3046.75,1897.97,2901.11,2996.98,3272.33,4406.01,5425.77,
商品房销售面积:住宅:江西:新余市,千平方米,1212.8925,143623.2375,378.9765659,0.776261377,0.041379569,0.312456847,724.333,1984.2,1160.2,14,,,,,,,,,,,,,,,788.30,1085.90,1201.10,1119.30,1401.00,1452.00,1227.91,724.33,992.09,870.99,872.78,1400.48,1860.11,1984.20
商品房销售面积:住宅:江西:鹰潭市,千平方米,753.4275,279662.6847,528.8314331,0.673077699,-1.100084353,0.70190089,148.1,1661.4,568.382,14,,,,,,,,,,,,,,,234.50,148.10,273.40,408.40,377.00,339.00,617.94,518.83,742.60,960.25,1247.01,1444.49,1575.07,1661.40
商品房销售面积:住宅:江西:赣州市,千平方米,4037.591,3962287.204,1990.549473,1.119017966,0.420747156,0.493004238,2088.1,8435.685,3178,13,,,,,,,,,,,,,,,2113.90,2338.00,2934.80,2088.10,3178.00,3096.00,2633.69,3345.55,4969.01,4669.28,5785.01,6901.67,8435.69,
商品房销售面积:住宅:江西:吉安市,千平方米,1875.474357,361513.6915,601.2600864,0.46811993,-0.287046998,0.32059094,970.827,2895.768,1818.6865,14,,,,,,,,,,,,,,,1366.30,1952.90,1974.00,1840.40,1890.00,1566.00,970.83,1041.26,1618.41,1764.26,1796.97,2701.15,2895.77,2878.40
商品房销售面积:住宅:江西:宜春市,千平方米,2536.682154,1204000.489,1097.269561,1.379654525,2.113735942,0.432560918,1317.6,5224.25,2339.472,13,,,,,,,,,,,,,,,1317.60,1444.10,2183.50,1402.80,2185.00,2604.00,2526.86,2010.45,2595.77,2339.47,3049.42,4093.65,5224.25,
商品房销售面积:住宅:江西:抚州市,千平方米,2582.443846,1094675.752,1046.267534,0.893460144,0.445350534,0.405146286,1178,4844.724,2502.109,13,,,,,,,,,,,,,,,1708.10,1178.00,1847.30,1588.20,1887.00,2153.00,2682.46,2502.11,2920.37,2818.47,3330.40,4111.64,4844.72,
商品房销售面积:住宅:江西:上饶市,千平方米,2127.604615,616280.3613,785.0352612,1.336789016,1.411626704,0.368976104,1245.3,3945.621,1998.25,13,,,,,,,,,,,,,,,1245.30,1487.70,1782.20,1472.50,1498.00,2054.00,1998.25,1782.42,2117.66,2383.94,2491.81,3399.46,3945.62,
商品房销售面积:住宅:山东:济南市,千平方米,4797.5789,11326979.35,3365.557807,0.807224561,-0.386780842,0.701511716,814.062,12316.804,3671.729,20,,,,,,,,,814.06,1192.50,1172.90,1863.88,2412.82,2348.32,2416.05,2568.39,2907.87,3300.41,4043.05,4773.09,5367.88,5583.00,7028.00,7234.58,9234.81,12316.80,9737.16,9636.00
商品房销售面积:住宅:山东:青岛市,千平方米,8675.025,21537585.74,4640.860452,0.377731912,-0.727762401,0.534967963,2120.37,17520.805,8341.5935,20,,,,,,,,,2120.37,2407.37,3526.61,3663.17,4078.91,4464.80,8258.19,6450.21,7697.32,6862.17,11511.48,12098.69,9175.40,8425.00,10506.00,10222.75,12389.90,17520.81,16338.37,15783.00
商品房销售面积:住宅:山东:淄博市,千平方米,4342.109429,1076673.79,1037.628927,0.519704537,1.226955473,0.238968857,2377.6,6541,4385.8,14,,,,,,,,,,,,,,,2377.60,3478.80,4353.60,3740.10,4481.00,6048.00,6541.00,4231.00,4418.00,3535.35,3735.23,4588.45,4648.40,4613.00
商品房销售面积:住宅:山东:枣庄市,千平方米,2337.976231,1033710.265,1016.71543,0.431858491,-0.801803226,0.434869874,973.1,4056.534,2113,13,,,,,,,,,,,,,,,1057.70,1484.00,1472.50,973.10,1917.00,2113.00,2183.00,2100.00,2833.00,3043.63,3171.79,3988.45,4056.53,
商品房销售面积:住宅:山东:东营市,千平方米,2838.900071,424603.6518,651.6161844,-0.461484593,0.2119045,0.229531216,1423.2,3741,2806.3545,14,,,,,,,,,,,,,,,1423.20,2095.10,2391.70,2474.30,3204.00,3626.00,3741.00,3431.00,3634.00,2696.62,2599.78,2807.12,2805.59,2815.20
商品房销售面积:住宅:山东:烟台市,千平方米,7757.290714,6898977.435,2626.590458,-0.07276011,-1.323829571,0.338596368,3648.4,11829,7560.382,14,,,,,,,,,,,,,,,3648.40,4214.10,4989.50,5600.20,6286.00,10390.00,11829.00,9635.00,9913.00,6927.68,6714.00,8193.08,9478.31,10783.80
商品房销售面积:住宅:山东:潍坊市,千平方米,7929.176385,9197711.079,3032.772837,-0.199333255,-1.229974923,0.382482706,3320.2,12187,7666,13,,,,,,,,,,,,,,,3448.40,3320.20,4631.40,5680.90,7666.00,12187.00,10727.00,9536.00,10950.00,6891.33,7567.25,8908.43,11565.38,
商品房销售面积:住宅:山东:济宁市,千平方米,4340.221769,5814724.535,2411.373993,0.335138916,-1.641572023,0.555587738,1329.7,8079.891,3282,13,,,,,,,,,,,,,,,1329.70,2122.80,1824.80,2194.50,2596.00,3282.00,3198.00,4531.00,6571.00,6792.64,6333.35,7567.20,8079.89,
商品房销售面积:住宅:山东:泰安市,千平方米,2193.888462,653110.683,808.152636,-0.033467379,-0.599003807,0.368365416,881.2,3634,2244.787,13,,,,,,,,,,,,,,,881.20,1054.40,1473.50,1571.40,1911.00,2623.00,2689.00,2884.00,3634.00,2048.84,2244.79,2435.20,3070.22,
商品房销售面积:住宅:山东:威海市,千平方米,6311.525214,5442620.815,2332.942523,-0.66316504,-0.837118887,0.369632132,2153.1,9282.1,7086,14,,,,,,,,,,,,,,,2153.10,2519.10,3925.80,3871.20,5494.00,6967.00,7205.00,6669.00,8091.00,7464.71,7541.79,8270.86,8906.70,9282.10
商品房销售面积:住宅:山东:日照市,千平方米,1343.039538,194170.4724,440.6477872,1.345346003,1.541511125,0.328097405,859.8,2381.834,1330.005,13,,,,,,,,,,,,,,,928.40,1065.40,1551.20,859.80,1036.00,1018.00,1332.00,1122.00,1444.00,1330.01,1365.70,2025.18,2381.83,
商品房销售面积:住宅:山东:莱芜市,千平方米,531.4590769,32002.53497,178.8925235,0.594716689,-0.284619476,0.336606394,297,899.646,503.569,13,,,,,,,,,,,,,,,712.90,435.70,713.00,533.80,460.00,297.00,332.00,595.00,671.00,409.05,346.30,503.57,899.65,
商品房销售面积:住宅:山东:临沂市,千平方米,5624.350538,8468140.759,2910.007003,-0.017342299,-1.279127787,0.517394317,1188.5,10326.135,6034,13,,,,,,,,,,,,,,,1188.50,1881.40,2773.40,3521.90,3721.00,4294.00,6034.00,6795.00,8080.00,7840.50,7714.36,8946.36,10326.14,
商品房销售面积:住宅:山东:德州市,千平方米,3652.338692,2341386.477,1530.158971,0.041312443,-1.161119887,0.418953197,1650.6,6151.355,4002.457,13,,,,,,,,,,,,,,,1650.60,1800.40,1852.50,1837.90,3036.00,4317.00,4186.00,3686.00,5563.00,4060.94,4002.46,5336.26,6151.36,
商品房销售面积:住宅:山东:聊城市,千平方米,2671.622429,1558716.815,1248.485809,0.534449687,-0.9314289,0.467313718,1319.6,4996.624,2396,14,,,,,,,,,,,,,,,1337.80,1361.70,1369.10,1319.60,1660.00,2216.00,2511.00,2281.00,3329.00,2994.34,3444.26,4133.30,4996.62,4449.00
商品房销售面积:住宅:山东:滨州市,千平方米,2467.983286,1213016.253,1101.370171,-0.849843398,-0.131839011,0.446263221,422.6,4030.243,2827.978,14,,,,,,,,,,,,,,,422.60,482.00,1105.50,2223.60,2146.00,2422.00,3100.00,3511.00,3270.40,2823.96,3167.57,4030.24,3014.90,2832.00
商品房销售面积:住宅:山东:菏泽市,千平方米,3719.910692,3069666.362,1752.046336,0.465706681,0.009767321,0.470991505,943.3,7260,3695.218,13,,,,,,,,,,,,,,,943.30,1876.30,2064.10,3829.10,3992.00,5811.00,7260.00,2444.00,3068.00,3407.94,3695.22,4414.48,5553.40,
商品房销售面积:住宅:河南:郑州市,千平方米,9826.316474,60959651.32,7807.666189,0.858789396,0.371470098,0.794566938,692.6,27353.7,10051.959,19,,,,,,,,,692.60,1350.44,1313.56,1559.51,2568.94,2998.84,5564.24,7539.30,10051.96,6584.87,10833.30,14286.15,13006.70,12261.80,13134.80,12932.80,16952.10,25714.40,27353.70,
商品房销售面积:住宅:河南:开封市,千平方米,2066.407143,1984057.625,1408.565804,0.523298116,-0.88438284,0.681649698,327.1,4647.7,1823.9,14,,,,,,,,,,,,,,,327.10,452.10,621.50,836.10,1110.30,1399.00,1821.00,1826.80,2384.00,2548.80,3099.90,3716.30,4647.70,4139.10
商品房销售面积:住宅:河南:洛阳市,千平方米,4898.964286,3690647.679,1921.105848,0.065522408,-0.780024831,0.392145306,1815.2,8456.3,4761.4,14,,,,,,,,,,,,,,,1815.20,2738.00,3953.60,2461.00,3569.10,4054.00,5121.00,4401.80,6372.10,6304.50,6082.30,6649.60,8456.30,6607.00
商品房销售面积:住宅:河南:平顶山市,千平方米,1643.123077,965907.2219,982.8057905,1.39398053,1.908207045,0.59813279,604.1,4058.5,1288,13,,,,,,,,,,,,,,,604.10,713.60,835.10,946.60,1270.10,1238.00,1288.00,1335.40,2029.40,1982.80,2132.50,2926.50,4058.50,
商品房销售面积:住宅:河南:安阳市,千平方米,3437.384615,3409307.336,1846.430973,0.530499091,-0.201883379,0.537161586,897.8,7107.4,3226,13,,,,,,,,,,,,,,,897.80,1120.40,2218.70,1760.40,2310.30,3226.00,4010.00,3127.80,3723.60,4286.30,4858.90,6038.40,7107.40,
商品房销售面积:住宅:河南:鹤壁市,千平方米,1076.992857,481350.3284,693.7941542,0.089083043,-1.528389923,0.644195688,72,2067.5,977.75,14,,,,,,,,,,,,,,,72.00,209.80,477.90,373.80,585.80,748.00,998.00,957.50,1338.80,1813.00,1685.60,1740.20,2010.00,2067.50
商品房销售面积:住宅:河南:新乡市,千平方米,4272.078571,5599764.426,2366.382139,0.48908121,-0.325882015,0.553918215,989.2,9107.8,4235.6,14,,,,,,,,,,,,,,,989.20,1382.40,2035.40,2104.30,2802.60,3395.00,4251.00,4220.20,5192.60,5529.00,4788.90,7093.60,9107.80,6917.10
商品房销售面积:住宅:河南:焦作市,千平方米,1658.023077,326806.0053,571.6694895,0.309213388,0.453653444,0.344789827,639.1,2774.1,1656.1,13,,,,,,,,,,,,,,,639.10,1062.90,1400.60,1104.40,1625.20,1946.00,1675.00,1479.60,1656.10,1855.10,1824.90,2511.30,2774.10,
商品房销售面积:住宅:河南:濮阳市,千平方米,2053.221429,1729693.75,1315.17822,0.538197883,-0.962001213,0.640543782,438.3,4234.6,1935,14,,,,,,,,,,,,,,,438.30,640.50,810.70,747.50,1064.70,1423.00,1855.00,2015.00,2675.40,2145.90,2689.20,3830.50,4234.60,4174.80
商品房销售面积:住宅:河南:许昌市,千平方米,2634.057143,3012123.2,1735.546945,0.900471429,-0.272392392,0.658887356,620.2,6179,2086.45,14,,,,,,,,,,,,,,,620.20,855.10,2180.40,1015.00,1418.90,1587.00,1921.00,1992.50,2439.60,2769.00,3819.50,4956.00,5123.60,6179.00
商品房销售面积:住宅:河南:漯河市,千平方米,1185.021429,281017.6126,530.1109437,1.685848973,2.910896633,0.447342918,700.5,2585,1060.3,14,,,,,,,,,,,,,,,700.50,712.40,1197.10,838.40,719.10,1102.00,1528.00,1089.60,1031.00,851.10,975.00,1324.10,1937.00,2585.00
商品房销售面积:住宅:河南:三门峡市,千平方米,946.8076923,421660.7208,649.3540797,0.975763501,1.070470743,0.685835239,144.4,2426.5,864,13,,,,,,,,,,,,,,,154.20,144.40,343.00,616.00,615.90,800.00,864.00,952.70,1139.00,1203.60,1196.10,1853.10,2426.50,
商品房销售面积:住宅:河南:南阳市,千平方米,3247.746154,3176655.181,1782.317363,0.484277647,-0.529950637,0.548785921,778.3,6468.3,3340.4,13,,,,,,,,,,,,,,,778.30,1084.00,1870.20,1876.70,2018.40,2587.00,3426.00,3340.40,4103.80,4081.80,4453.70,6132.10,6468.30,
商品房销售面积:住宅:河南:商丘市,千平方米,3632.607692,8219609.996,2866.986222,0.705050456,-0.39610091,0.789236401,163.2,9312.6,2764,13,,,,,,,,,,,,,,,163.20,468.90,969.90,1486.20,1881.20,2584.00,2764.00,3513.80,5004.80,5567.20,5617.80,7890.30,9312.60,
商品房销售面积:住宅:河南:信阳市,千平方米,4241.735714,4674960.718,2162.165747,0.392514097,-0.54287152,0.509736083,939.1,8141.2,3876.45,14,,,,,,,,,,,,,,,939.10,1528.00,2628.70,2284.50,3219.20,3738.00,4311.00,3849.70,3903.20,5057.10,5600.30,6576.60,7607.70,8141.20
商品房销售面积:住宅:河南:周口市,千平方米,2655.292308,1801847.112,1342.328988,-0.052143339,-0.360648364,0.505529649,377.3,5055.5,2681,13,,,,,,,,,,,,,,,377.30,687.30,1884.40,2179.30,1663.40,2310.00,2681.00,2886.90,3161.20,4044.60,3649.90,3938.00,5055.50,
商品房销售面积:住宅:河南:驻马店市,千平方米,4360.015385,7702923.86,2775.414178,-0.012897883,-0.94414292,0.636560639,187.2,8933.2,4531.4,13,,,,,,,,,,,,,,,187.20,380.90,1815.00,1933.70,3197.20,4086.00,4971.00,4531.40,5528.60,6625.00,6562.30,7928.70,8933.20,
商品房销售面积:住宅:湖北:武汉市,千平方米,11995.39632,74362136.74,8623.348348,1.055214502,0.233743521,0.718888157,2039.22,30857.8,10413.878,19,,,,,,,,,2039.22,3392.79,3800.95,3931.25,5121.33,6139.13,8341.76,9089.23,10698.93,6832.44,10413.88,10915.00,11692.63,13904.70,17504.30,19789.60,24137.00,29310.60,30857.80,
商品房销售面积:住宅:湖北:黄石市,千平方米,1504.900308,386568.2671,621.7461437,0.806210177,0.374707326,0.413147728,734.2,2886.016,1456.8,13,,,,,,,,,,,,,,,734.20,962.10,1157.00,843.50,928.10,1292.00,1456.80,1498.90,1681.70,1962.44,2061.80,2099.15,2886.02,
商品房销售面积:住宅:湖北:十堰市,千平方米,1543.176923,123300.6469,351.1419185,0.869837769,0.363240211,0.227544822,1029.3,2272.9,1424.7,13,,,,,,,,,,,,,,,1029.30,1216.00,1377.00,1324.20,1531.00,1816.00,1579.00,1356.00,1697.10,1338.30,1424.70,2099.80,2272.90,
商品房销售面积:住宅:湖北:宜昌市,千平方米,3064.05,2062814.189,1436.250044,0.170655116,-1.275637641,0.468742365,949.7,5500.2,3023.15,14,,,,,,,,,,,,,,,949.70,1670.60,1980.90,1351.00,1919.50,2170.00,3238.30,2808.00,4065.40,4392.80,4777.20,5500.20,3506.50,4566.60
商品房销售面积:住宅:湖北:襄阳市,千平方米,3753.664286,4139744.655,2034.636246,-0.408475163,-1.676910668,0.542040015,862.9,6331,4620.35,14,,,,,,,,,,,,,,,862.90,1046.00,1301.00,1166.20,2005.10,3526.00,5517.40,4494.00,5099.00,4746.70,5132.50,5542.30,5781.20,6331.00
商品房销售面积:住宅:湖北:鄂州市,千平方米,627.9142857,68533.9967,261.7899859,1.806699363,2.714930333,0.416919939,389,1287.8,558.05,14,,,,,,,,,,,,,,,389.00,458.80,565.00,414.50,484.30,612.00,637.70,441.00,531.80,555.50,560.60,743.10,1109.70,1287.80
商品房销售面积:住宅:湖北:荆门市,千平方米,1657.857143,1069295.653,1034.067528,0.538804678,-0.745150596,0.623737415,354.9,3531.3,1646.85,14,,,,,,,,,,,,,,,354.90,497.20,882.00,519.00,938.30,1572.00,1721.70,1060.60,1784.60,2004.70,2177.40,2868.50,3297.80,3531.30
商品房销售面积:住宅:湖北:孝感市,千平方米,2061.776923,709785.6586,842.4877795,-0.441209714,-1.546026666,0.408622179,738.1,2975.3,2378.1,13,,,,,,,,,,,,,,,738.10,981.70,1060.00,1120.00,1601.00,2445.00,2971.00,2971.00,2337.30,2378.10,2413.50,2811.10,2975.30,
商品房销售面积:住宅:湖北:荆州市,千平方米,1498.023077,401944.6836,633.9910753,0.746356499,1.304221495,0.423218497,479.6,2937.8,1349,13,,,,,,,,,,,,,,,479.60,731.00,1264.00,1222.80,1173.40,1349.00,1859.70,1277.10,1669.20,1509.30,1724.70,2276.70,2937.80,
商品房销售面积:住宅:湖北:黄冈市,千平方米,2648.630769,2898893.946,1702.613857,0.557938902,-0.954756036,0.642827938,571,5911.3,2317.8,13,,,,,,,,,,,,,,,571.00,821.30,1466.20,1193.60,1371.40,1575.00,2365.10,2317.80,3936.20,4068.00,4236.50,4598.80,5911.30,
商品房销售面积:住宅:湖北:咸宁市,千平方米,1947.407143,1442070.848,1200.862544,0.235430491,-0.668388253,0.616646882,202,4242.8,2038.35,14,,,,,,,,,,,,,,,202.00,457.00,725.10,795.90,998.00,1715.00,2004.70,2072.00,2453.10,2631.50,2612.70,2840.60,3513.30,4242.80
商品房销售面积:住宅:湖北:随州市,千平方米,835.9076923,111542.5874,333.9799207,0.379326389,-0.387975971,0.399541629,367.4,1496.2,869.3,13,,,,,,,,,,,,,,,367.40,611.60,407.80,515.80,773.00,1227.00,1044.20,869.30,881.10,945.70,609.00,1118.70,1496.20,
商品房销售面积:住宅:湖南:长沙市,千平方米,9880.071158,46219922.56,6798.523558,0.138996366,-1.166457646,0.688104716,746.872,22917.677,9285.126,19,,,,,,,,,746.87,886.78,1483.08,2077.83,2911.84,4081.70,6107.68,6939.14,9285.13,8022.72,13579.55,16240.41,13855.63,13853.29,16400.30,13322.41,16771.26,22917.68,18238.06,
商品房销售面积:住宅:湖南:株洲市,千平方米,4345.112923,2552641.413,1597.698787,-0.438754763,-0.720471703,0.367700176,1531.8,6547.283,4704.185,13,,,,,,,,,,,,,,,1531.80,1874.20,3006.20,3139.10,3743.90,4452.00,5468.84,4827.84,5203.07,4704.19,5579.69,6408.36,6547.28,
商品房销售面积:住宅:湖南:湘潭市,千平方米,1969.979786,621899.2638,788.6058989,1.304113035,1.958162976,0.400311671,886.4,3865,1828.9015,14,,,,,,,,,,,,,,,886.40,1532.70,1663.70,1070.30,1605.70,1887.00,1838.59,1819.22,2186.00,1728.40,1874.99,2302.33,3319.39,3865.00
商品房销售面积:住宅:湖南:衡阳市,千平方米,2745.049385,2223501.247,1491.140921,0.398559885,-0.466555428,0.543210964,790.4,5631.067,2716.656,13,,,,,,,,,,,,,,,790.40,997.90,1199.20,1162.10,2111.10,2649.00,3002.98,2716.66,3496.08,3641.09,3501.90,4786.16,5631.07,
商品房销售面积:住宅:湖南:邵阳市,千平方米,1872.025929,1811168.151,1345.796474,0.46507485,-1.473781833,0.718898416,397.9,3906.4,1425.607,14,,,,,,,,,,,,,,,397.90,449.20,504.00,634.50,857.90,1052.00,1255.54,1595.68,2172.44,2721.07,3070.56,3817.29,3773.89,3906.40
商品房销售面积:住宅:湖南:岳阳市,千平方米,2762.2765,2234618.46,1494.864027,0.19273178,-1.305465689,0.541171033,792.7,5211.738,2873.842,14,,,,,,,,,,,,,,,920.10,792.70,1313.70,1152.70,1571.00,2117.00,3008.81,3656.07,2801.25,2946.43,3918.31,4766.56,4495.51,5211.74
商品房销售面积:住宅:湖南:常德市,千平方米,2462.209,910373.1613,954.134771,1.2132357,2.122610701,0.38751169,1366.7,4831.124,2298.76,13,,,,,,,,,,,,,,,1366.70,1423.80,1972.10,1425.60,2116.00,2842.00,2954.84,2437.91,2298.76,2118.29,2774.78,3446.82,4831.12,
商品房销售面积:住宅:湖南:张家界市,千平方米,529.9446923,46638.48926,215.9594621,0.41429487,-0.018047234,0.407513209,223.7,979.028,538.228,13,,,,,,,,,,,,,,,316.50,260.70,223.70,330.40,545.90,719.00,979.03,579.82,709.39,520.76,460.70,538.23,705.16,
商品房销售面积:住宅:湖南:益阳市,千平方米,2078.058214,971091.7072,985.4398547,-0.181265772,-0.860969565,0.474211862,333.6,3670.3,2155.995,14,,,,,,,,,,,,,,,333.60,737.00,1368.40,1271.70,1325.30,1732.00,2048.76,2263.24,2875.50,2729.06,2594.72,2883.19,3260.06,3670.30
商品房销售面积:住宅:湖南:郴州市,千平方米,3005.966,4264506.552,2065.068171,0.756204499,-0.461922305,0.686989863,761.2,6959.251,2807.428,13,,,,,,,,,,,,,,,1202.00,1286.90,899.00,761.20,1161.70,2156.00,2807.43,3283.91,3366.03,4029.54,4819.05,6345.54,6959.25,
商品房销售面积:住宅:湖南:永州市,千平方米,3113.9275,3803382.399,1950.226243,0.062910211,-1.535027311,0.626291474,517.9,6190.1,3243.869,14,,,,,,,,,,,,,,,777.70,517.90,1018.10,1017.60,1499.60,2139.00,2973.78,3513.96,4184.64,4535.38,4480.00,5286.80,5460.42,6190.10
商品房销售面积:住宅:湖南:怀化市,千平方米,2517.208385,3656939.199,1912.312526,0.961709391,0.130755604,0.759695756,566.1,6673.334,1787.66,13,,,,,,,,,,,,,,,843.60,566.10,934.90,826.30,1055.40,1362.00,1787.66,3016.49,4158.04,2943.80,3468.45,5087.65,6673.33,
商品房销售面积:住宅:湖南:娄底市,千平方米,1609.403769,775390.9069,880.5628353,0.271385405,-0.67660913,0.547136059,360.7,3280.032,1602,13,,,,,,,,,,,,,,,360.70,488.10,889.00,767.10,1043.00,1602.00,1967.82,2462.89,3280.03,1485.08,1864.74,2137.12,2574.68,
商品房销售面积:住宅:广东:广州市,千平方米,10242.77484,10947639.52,3308.721734,-0.258582819,-0.767093098,0.323029822,4756.913,16240.052,11285.112,19,,,,,,,,,4756.91,5075.80,5127.67,6626.99,7551.94,8051.90,11312.39,11563.26,11586.29,8794.78,12536.01,11116.56,9916.71,11285.11,13984.66,11962.29,13448.61,16240.05,13674.78,
商品房销售面积:住宅:广东:韶关市,千平方米,2485.9525,1246917.394,1116.654554,0.190966548,-0.981239775,0.449185797,922,4273,2271.395,14,,,,,,,,,,,,,,,922.00,954.00,1482.20,1299.00,2139.90,2194.00,2092.41,2348.79,3273.82,3369.66,2853.51,3333.86,4267.18,4273.00
商品房销售面积:住宅:广东:深圳市,千平方米,5210.12804,4204610.094,2050.514593,-0.077847828,-0.643112057,0.393563186,1408.9,9011.3,5003.483,25,,,1408.90,1832.80,2090.70,2611.30,3367.00,3723.80,4925.10,5568.20,5937.20,7244.10,8119.00,8025.80,9011.30,7048.90,5003.48,4136.47,7173.89,4138.04,4694.32,4884.43,5271.59,4748.09,7478.30,6600.85,5209.65,
商品房销售面积:住宅:广东:珠海市,千平方米,2875.478929,1430296.698,1195.950123,1.383954167,2.29508055,0.415913367,1599.9,5966.123,2643.85,14,,,,,,,,,,,,,,,1714.90,1734.00,3163.30,1599.90,2777.70,2510.00,1931.61,2306.66,3075.50,3208.74,3858.01,5966.12,4202.77,2207.50
商品房销售面积:住宅:广东:汕头市,千平方米,2122.169071,1995536.287,1412.63452,2.025887085,3.579793754,0.665655974,1099.5,5941.598,1541.1,14,,,,,,,,,,,,,,,1287.40,1446.50,1508.20,1161.60,1099.50,1574.00,1387.88,1697.58,1591.37,1449.83,2009.21,3227.41,5941.60,4328.30
商品房销售面积:住宅:广东:佛山市,千平方米,9266.247154,25042646.34,5004.262817,1.651365846,1.798325317,0.54005281,4819.5,20765.087,7486.094,13,,,,,,,,,,,,,,,4819.50,6098.00,6894.40,4819.70,7112.70,7763.00,7486.09,7053.63,7890.18,8841.95,12347.51,18569.46,20765.09,
商品房销售面积:住宅:广东:江门市,千平方米,3591.538923,2517172.382,1586.559921,1.200447028,0.951287772,0.441749332,1880.6,7109.918,3277.664,13,,,,,,,,,,,,,,,1880.60,1983.90,2436.40,2111.10,3224.80,3605.00,3004.93,3299.74,3876.75,3277.66,4660.25,6218.95,7109.92,
商品房销售面积:住宅:广东:湛江市,千平方米,2322.805357,2537397.181,1592.920959,0.958863346,-0.109187816,0.685774619,654.1,5545.685,1781.9215,14,,,,,,,,,,,,,,,881.20,1002.70,928.20,654.10,1035.80,1399.00,1735.95,1827.89,2754.44,2720.32,3122.23,3797.76,5545.69,5114.00
商品房销售面积:住宅:广东:茂名市,千平方米,2232.420615,1356787.176,1164.812078,0.951869218,1.373362292,0.521770884,800.8,5008.56,2321.012,13,,,,,,,,,,,,,,,850.00,800.80,1127.80,1423.00,1555.80,1864.00,2358.95,3024.72,3098.11,2321.01,2557.28,3031.44,5008.56,
商品房销售面积:住宅:广东:肇庆市,千平方米,3237.295357,2525058.697,1589.043328,0.017451256,-0.952120976,0.490855221,972.7,5949.2,3271.273,14,,,,,,,,,,,,,,,972.70,1051.80,1513.30,1403.20,2590.00,3147.00,2995.00,3395.55,4146.68,4053.41,4243.83,4439.65,5420.83,5949.20
商品房销售面积:住宅:广东:惠州市,千平方米,8382.543357,27663934.15,5259.651524,0.354657287,-1.169440134,0.627452946,1321,17002.218,7698.6165,14,,,,,,,,,,,,,,,1321.00,2423.70,3635.70,2708.00,5163.90,5937.00,7524.36,7872.88,10927.63,9183.62,12464.39,17002.22,15434.03,15757.20
商品房销售面积:住宅:广东:梅州市,千平方米,1673.107923,1545595.834,1243.219946,1.367182838,1.358868503,0.743060223,583.7,4631.497,1281.969,13,,,,,,,,,,,,,,,583.70,595.50,652.40,649.70,919.00,1140.00,1301.85,1281.97,1740.14,2181.04,2696.01,3377.61,4631.50,
商品房销售面积:住宅:广东:汕尾市,千平方米,779.5261429,475909.5034,689.8619451,1.29752058,0.426418328,0.884976022,134,2270,518.4765,14,,,,,,,,,,,,,,,134.00,138.30,455.50,445.00,511.20,572.00,648.27,525.75,202.96,395.36,951.64,1825.17,1838.22,2270.00
商品房销售面积:住宅:广东:河源市,千平方米,1607.725538,1738723.419,1318.60662,1.757849204,3.24006293,0.820168983,406.5,5070.929,1237.486,13,,,,,,,,,,,,,,,406.50,645.40,1002.00,449.20,801.50,847.00,1249.79,1237.49,1832.07,1788.27,2314.31,3255.97,5070.93,
商品房销售面积:住宅:广东:阳江市,千平方米,1811.904154,1267600.728,1125.877759,0.784345119,-0.026935388,0.621378209,591.6,4247.542,1634.656,13,,,,,,,,,,,,,,,644.60,591.60,829.40,717.50,991.50,1332.00,1634.66,1757.63,2452.58,2657.70,2692.01,3006.04,4247.54,
