指标名称（亿元）,频率,1993,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
消费品零售:辽宁:盘锦,年,,30.13 ,33.22 ,39.52 ,42.54 ,45.01 ,50.50 ,54.49 ,61.55 ,70.76 ,80.12 ,91.71 ,107.65 ,132.56 ,156.90 ,185.11 ,217.88 ,252.03 ,286.71 ,320.96 ,347.00 ,372.70 ,393.25 ,419.80 
消费品零售:辽宁:铁岭,年,,46.90 ,49.96 ,52.65 ,53.95 ,57.43 ,63.07 ,67.95 ,73.74 ,85.39 ,96.90 ,111.48 ,131.66 ,163.12 ,193.22 ,227.26 ,267.03 ,307.94 ,350.15 ,391.42 ,407.92 ,428.80 ,438.02 ,
消费品零售:辽宁:朝阳,年,,34.17 ,36.34 ,36.08 ,36.66 ,37.32 ,40.74 ,44.39 ,47.81 ,56.14 ,64.08 ,74.10 ,87.59 ,108.48 ,182.71 ,216.56 ,254.66 ,294.40 ,335.03 ,376.06 ,427.94 ,448.70 ,454.59 ,478.80 
消费品零售:辽宁:葫芦岛,年,,44.65 ,48.57 ,51.57 ,54.22 ,58.00 ,64.75 ,71.46 ,78.56 ,89.51 ,102.00 ,116.67 ,137.11 ,167.77 ,198.38 ,233.16 ,274.20 ,317.65 ,360.85 ,403.59 ,434.12 ,471.40 ,497.95 ,513.00 
消费品零售:吉林:吉林市,年,,117.06 ,129.94 ,143.80 ,157.48 ,171.50 ,194.96 ,220.31 ,250.03 ,285.31 ,283.94 ,327.46 ,385.11 ,474.67 ,578.77 ,684.02 ,803.87 ,935.64 ,"1,066.68 ","1,197.11 ","1,313.23 ","1,446.51 ","1,534.77 ",
消费品零售:吉林:四平,年,,50.58 ,56.02 ,58.53 ,58.64 ,58.85 ,63.08 ,68.72 ,76.50 ,86.92 ,109.80 ,128.36 ,159.27 ,199.41 ,242.52 ,287.71 ,337.66 ,394.79 ,449.98 ,503.82 ,551.48 ,605.83 ,649.25 ,
消费品零售:吉林:辽源,年,,18.90 ,20.16 ,21.34 ,22.01 ,22.86 ,24.45 ,26.02 ,27.58 ,30.89 ,44.07 ,50.84 ,59.90 ,74.72 ,90.50 ,107.51 ,126.83 ,147.23 ,167.55 ,189.05 ,206.74 ,226.19 ,239.18 ,
消费品零售:吉林:通化,年,,41.63 ,44.43 ,46.68 ,49.50 ,54.94 ,61.16 ,67.26 ,74.06 ,81.57 ,91.08 ,110.85 ,139.76 ,185.83 ,207.81 ,247.08 ,290.73 ,339.37 ,388.92 ,439.74 ,483.28 ,532.37 ,560.14 ,
消费品零售:吉林:白山,年,,28.26 ,30.05 ,32.14 ,34.41 ,38.01 ,40.01 ,42.59 ,45.60 ,49.66 ,56.88 ,66.26 ,78.22 ,96.86 ,117.83 ,139.08 ,163.14 ,190.28 ,217.62 ,244.21 ,266.19 ,292.74 ,310.38 ,294.38 
消费品零售:吉林:松原,年,,32.29 ,34.67 ,37.59 ,42.16 ,46.23 ,50.96 ,55.95 ,65.02 ,78.05 ,105.20 ,136.92 ,177.92 ,244.09 ,275.98 ,329.74 ,388.62 ,453.08 ,514.80 ,556.46 ,610.03 ,669.21 ,705.77 ,
消费品零售:吉林:白城,年,,34.97 ,36.95 ,37.78 ,38.74 ,40.44 ,45.11 ,49.75 ,56.59 ,65.66 ,67.28 ,77.95 ,94.52 ,112.65 ,136.74 ,162.24 ,190.18 ,221.45 ,251.46 ,283.88 ,310.49 ,340.24 ,356.50 ,
消费品零售:黑龙江:齐齐哈尔,年,,94.04 ,104.15 ,110.46 ,115.56 ,120.59 ,126.66 ,123.46 ,135.70 ,144.13 ,159.81 ,185.13 ,215.99 ,257.31 ,306.98 ,306.98 ,417.23 ,480.17 ,544.71 ,618.42 ,618.42 ,749.10 ,814.80 ,
消费品零售:黑龙江:鸡西,年,,36.08 ,40.57 ,40.31 ,45.56 ,43.75 ,47.35 ,46.72 ,54.09 ,51.98 ,56.71 ,63.05 ,83.05 ,86.15 ,116.78 ,118.84 ,140.00 ,162.27 ,209.97 ,204.30 ,289.81 ,242.90 ,263.90 ,
